# Free Space Reference Dataset - Active Polymer N=40
#
# Reference base: H_free (Shannon entropy in free space)
# All other observables fuzzy-matched with tolerance=0.05 on (Pe, T, kappa)
#
# Use this dataset when correlating free space observables or mixed observables
# with emphasis on free space data completeness.
#
# Columns:
# - Pe, T, kappa: simulation parameters (dimensionless)
# - H_free: Shannon entropy in free space (REFERENCE BASE)
# - lp_free: Persistence length from averaged correlation (normalized)
# - lp_free_individual: Mean of individual polymer persistence lengths (normalized)
# - tau_decorr_free_full: E2E full-vector decorrelation time in free space (seconds)
# - tau_decorr_free_unit: E2E unit-vector decorrelation time in free space (seconds)
# - D_long: Long-time diffusion coefficient in free space (mm²/s)
# - H_conf: Shannon entropy in confinement, CAVITY ONLY
# - lp_conf: Persistence length from averaged correlation in confinement (normalized)
# - lp_conf_individual: Mean of individual polymer persistence lengths in confinement (normalized)
# - ttrap: Mean trapping time in cavity (minutes)
# - tau_decorr_cavity_full: E2E full-vector decorrelation time in cavity ONLY (minutes)
# - tau_decorr_cavity_unit: E2E unit-vector decorrelation time in cavity ONLY (minutes)
# - RMSE_D10/D20/D30: MSD matching RMSE (log-space) vs experimental 10/20/30C over [10-50s]
#
Pe,T,kappa,H_free,lp_free,lp_free_error,lp_free_R2,lp_free_individual,lp_free_individual_std,tau_decorr_free_full,tau_decorr_free_full_error,tau_decorr_free_unit,tau_decorr_free_unit_error,D_long,D_long_error,D_long_R2,D_long_n_points,H_conf,lp_conf,lp_conf_error,lp_conf_R2,lp_conf_individual,ttrap,ttrap_std,tau_decorr_cavity_full,tau_decorr_cavity_unit,transloc_rate_per_hour,transloc_success_rate,transloc_n_success,transloc_n_attempts,transloc_total_events,RMSE_D10,RMSE_D20,RMSE_D30
0.300000,0.200000,0.400000,5.714528,0.084048,0.012500,0.991246,0.095808,0.057716,0.312072,0.008333,0.157643,0.008333,0.385017,0.000324,0.999859,201.000000,5.067196,0.115955,0.012500,0.996886,"(0.07702242257437214, 0.031514011487866755)",3.280191,3.591825,0.147611,0.115437,8.524745,7.936508,10.000000,116.000000,126.000000,0.228805,0.609078,0.690623
0.300000,0.200000,0.500000,5.837740,0.091131,0.012500,0.983967,0.110682,0.075108,0.261624,0.008333,0.175134,0.008333,0.492153,0.000255,0.999947,201.000000,5.213212,0.138340,0.012500,0.988042,"(0.08588098638132365, 0.042317957484467865)",2.980840,3.301499,0.152639,0.120223,14.760148,16.000000,20.000000,105.000000,125.000000,0.087775,0.467287,0.548128
0.300000,0.200000,0.650000,5.966992,0.115167,0.012500,0.984844,0.139745,0.106170,0.272542,0.008333,0.200486,0.008333,0.566523,0.000343,0.999927,201.000000,5.447993,0.201042,0.012500,0.849864,"(0.11082853611794208, 0.07525453038351528)",2.118288,2.170302,0.175499,0.138121,28.032787,21.111111,38.000000,142.000000,180.000000,0.068671,0.442115,0.524804
0.300000,0.200000,0.800000,6.017321,0.129218,0.012500,0.989724,0.184273,0.145681,0.340167,0.008333,0.268483,0.008333,0.722333,0.000395,0.999941,201.000000,5.538758,0.237777,0.012500,0.749538,"(0.12096189754020413, 0.07885564430975561)",1.595388,1.821975,0.196991,0.158602,55.640305,37.745098,77.000000,127.000000,204.000000,0.037490,0.379089,0.462573
0.300000,0.200000,1.000000,5.982395,0.154990,0.012500,0.996222,0.223067,0.169196,0.295346,0.008333,0.244352,0.008333,1.152332,0.000806,0.999903,201.000000,5.595615,0.298609,0.012500,0.642006,"(0.13328617087710395, 0.08817661636532922)",1.412815,1.354218,0.202517,0.153356,95.211381,56.652361,132.000000,101.000000,233.000000,0.213355,0.172031,0.257363
0.300000,0.300000,0.300000,5.496726,0.067750,0.012500,0.987723,0.074066,0.034530,0.230875,0.008333,0.149081,0.008333,0.387884,0.000250,0.999917,201.000000,4.783190,0.082927,0.012500,0.978777,"(0.06290350525407953, 0.02250626140090897)",4.307321,4.395464,0.130881,0.107465,9.739854,11.711712,13.000000,98.000000,111.000000,0.203610,0.584800,0.664612
0.300000,0.300000,0.400000,5.580282,0.072993,0.012500,0.991295,0.081820,0.042671,0.237655,0.008333,0.154044,0.008333,0.386603,0.000082,0.999991,201.000000,4.900756,0.095146,0.012500,0.984042,"(0.06800184414132748, 0.026433241962914106)",3.459033,3.843273,0.141638,0.114112,12.136536,12.307692,16.000000,114.000000,130.000000,0.175202,0.556239,0.636235
0.300000,0.300000,0.500000,5.666515,0.079442,0.012500,0.990270,0.090999,0.053259,0.241775,0.008333,0.160331,0.008333,0.444839,0.000035,0.999999,201.000000,4.950019,0.097834,0.012500,0.988941,"(0.07226925852684575, 0.0275252799904931)",3.832533,3.386876,0.136478,0.112332,10.193858,10.236220,13.000000,114.000000,127.000000,0.143488,0.524287,0.604471
0.300000,0.300000,0.650000,5.790039,0.089292,0.012500,0.992146,0.106708,0.071180,0.248665,0.008333,0.174427,0.008333,0.493739,0.000098,0.999992,201.000000,5.080617,0.123738,0.012500,0.981260,"(0.08082452866955481, 0.03850558349136026)",3.022901,2.674953,0.147272,0.116617,17.352882,18.750000,24.000000,104.000000,128.000000,0.092264,0.472247,0.552681
0.300000,0.300000,0.800000,5.886202,0.099577,0.012500,0.990288,0.125413,0.090983,0.259346,0.008333,0.189853,0.008333,0.591200,0.000320,0.999942,201.000000,5.210975,0.144042,0.012500,0.920830,"(0.09033116416139622, 0.05074113328553216)",2.423577,2.579143,0.157576,0.124048,30.453172,25.925926,42.000000,120.000000,162.000000,0.031621,0.406088,0.487232
0.300000,0.300000,1.000000,5.961020,0.115510,0.012500,0.988424,0.153809,0.118297,0.268155,0.008333,0.208164,0.008333,0.745256,0.000390,0.999946,201.000000,5.393139,0.199111,0.012500,0.787967,"(0.10648493634330147, 0.06799805690005224)",1.807058,1.621552,0.171314,0.133708,53.577982,38.020833,73.000000,119.000000,192.000000,0.056027,0.330844,0.412677
0.400000,0.050000,0.000000,4.930281,0.062476,0.012500,0.962618,0.060223,0.019612,0.191693,0.008333,0.047769,0.008333,0.321315,0.000772,0.998852,201.000000,,,,,,,,,,,,,,,0.285987,0.667114,0.745658
0.400000,0.050000,0.050000,4.689459,0.062476,0.012500,0.962618,0.060223,0.019612,0.191693,0.008333,0.047769,0.008333,0.321315,0.000772,0.998852,201.000000,,,,,,,,,,,,,,,0.285987,0.667114,0.745658
0.400000,0.050000,0.100000,4.842429,0.062476,0.012500,0.962618,0.060223,0.019612,0.191693,0.008333,0.047769,0.008333,0.269090,0.001015,0.997177,201.000000,,,,,,,,,,,,,,,0.285987,0.667114,0.745658
0.400000,0.050000,0.200000,5.136194,0.069979,0.012500,0.989300,0.074918,0.030248,0.202846,0.008333,0.058764,0.008333,0.155515,0.000923,0.993039,201.000000,,,,,,,,,,,,,,,0.265138,0.646391,0.725403
0.400000,0.050000,0.400000,5.820387,0.098685,0.012500,0.972835,0.147379,0.110980,0.231765,0.008333,0.196952,0.008333,1.059148,0.000903,0.999855,201.000000,5.525812,0.150244,0.012500,0.985120,"(0.11149741534625397, 0.07563724784793537)",1.758115,1.661514,0.148074,0.104000,35.169705,20.421053,97.000000,378.000000,475.000000,0.220865,0.162092,0.245404
0.400000,0.050000,0.650000,5.523050,0.156763,0.012500,0.993556,0.228911,0.171453,0.271327,0.008333,0.237248,0.008333,2.893373,0.001623,0.999937,201.000000,5.732545,0.328953,0.012500,0.791703,"(0.14357925823187076, 0.09851884384181499)",0.988462,0.956876,0.159019,0.123443,102.836451,46.557377,142.000000,163.000000,305.000000,0.642912,0.261336,0.192068
0.400000,0.050000,0.800000,5.194174,0.401926,0.012500,0.994941,0.285288,0.198801,0.297310,0.008333,0.264123,0.008333,3.885736,0.000569,0.999996,201.000000,5.694388,,,,"(0.16540292588158673, 0.11432449739467793)",0.876266,0.774869,0.167302,0.133156,182.205263,73.900293,252.000000,89.000000,341.000000,0.732681,0.351196,0.280575
0.400000,0.100000,0.000000,5.187937,0.062476,0.012500,0.962618,0.060223,0.019612,0.191693,0.008333,0.047769,0.008333,0.321315,0.000772,0.998852,201.000000,,,,,,,,,,,,,,,0.285987,0.667114,0.745658
0.400000,0.100000,0.050000,5.141434,0.062476,0.012500,0.962618,0.060223,0.019612,0.191693,0.008333,0.047769,0.008333,0.321315,0.000772,0.998852,201.000000,,,,,,,,,,,,,,,0.285987,0.667114,0.745658
0.400000,0.100000,0.100000,5.228697,0.062476,0.012500,0.962618,0.060223,0.019612,0.191693,0.008333,0.047769,0.008333,0.269090,0.001015,0.997177,201.000000,,,,,,,,,,,,,,,0.285987,0.667114,0.745658
0.400000,0.100000,0.200000,5.340733,0.069979,0.012500,0.989300,0.074918,0.030248,0.202846,0.008333,0.058764,0.008333,0.155515,0.000923,0.993039,201.000000,,,,,,,,,,,,,,,0.265138,0.646391,0.725403
0.400000,0.100000,0.300000,5.800788,0.082545,0.012500,0.971103,0.095405,0.055278,0.201136,0.008333,0.125093,0.008333,0.548486,0.000112,0.999992,201.000000,5.340620,0.109206,0.012500,0.995079,"(0.08231240729443363, 0.040163731842890536)",2.578442,2.624736,0.110886,0.085020,7.149162,4.736842,9.000000,181.000000,190.000000,0.022203,0.382279,0.461358
0.400000,0.100000,0.400000,6.005510,0.098685,0.012500,0.972835,0.147379,0.110980,0.231765,0.008333,0.196952,0.008333,1.059148,0.000903,0.999855,201.000000,5.525812,0.150244,0.012500,0.985120,"(0.11149741534625397, 0.07563724784793537)",1.758115,1.661514,0.148074,0.104000,35.169705,20.421053,97.000000,378.000000,475.000000,0.220865,0.162092,0.245404
0.400000,0.100000,0.500000,6.058122,0.120404,0.012500,0.987301,0.166415,0.129401,0.215737,0.008333,0.173659,0.008333,1.099451,0.000308,0.999984,201.000000,5.683668,0.199721,0.012500,0.988027,"(0.11798866781951124, 0.07242955315937138)",1.244465,1.378026,0.146624,0.116164,35.860947,18.148148,49.000000,221.000000,270.000000,0.270035,0.113931,0.194514
0.400000,0.100000,0.650000,5.996438,0.156763,0.012500,0.993556,0.228911,0.171453,0.271327,0.008333,0.237248,0.008333,2.893373,0.001623,0.999937,201.000000,5.732545,0.328953,0.012500,0.791703,"(0.14357925823187076, 0.09851884384181499)",0.988462,0.956876,0.159019,0.123443,102.836451,46.557377,142.000000,163.000000,305.000000,0.642912,0.261336,0.192068
0.400000,0.100000,0.800000,5.842672,0.401926,0.012500,0.994941,0.285288,0.198801,0.297310,0.008333,0.264123,0.008333,3.885736,0.000569,0.999996,201.000000,5.694388,,,,"(0.16540292588158673, 0.11432449739467793)",0.876266,0.774869,0.167302,0.133156,182.205263,73.900293,252.000000,89.000000,341.000000,0.732681,0.351196,0.280575
0.400000,0.100000,1.000000,5.593626,0.266718,0.012500,0.996768,0.345682,0.216777,0.261783,0.008333,0.227144,0.008333,2.675846,0.000889,0.999978,201.000000,5.616593,,,,"(0.18317290692486288, 0.1284106312500238)",0.797450,0.812190,0.167375,0.136283,234.860917,90.807799,326.000000,33.000000,359.000000,0.618894,0.237268,0.168244
0.400000,0.200000,0.000000,5.221638,0.049815,0.012500,0.937416,0.047797,0.021772,0.165586,0.008333,0.090632,0.008333,0.471315,0.001361,0.998343,201.000000,,,,,,,,,,,,,,,0.127794,0.506634,0.584490
0.400000,0.200000,0.050000,5.234505,0.049815,0.012500,0.937416,0.060656,0.025740,0.165586,0.008333,0.090632,0.008333,0.471315,0.001361,0.998343,201.000000,,,,,,,,,,,,,,,0.127794,0.506634,0.584490
0.400000,0.200000,0.100000,5.343977,0.057638,0.012500,0.963042,0.060656,0.025740,0.165586,0.008333,0.090632,0.008333,0.318451,0.000540,0.999427,201.000000,,,,,,,,,,,,,,,0.127794,0.506634,0.584490
0.400000,0.200000,0.200000,5.418409,0.063779,0.012500,0.981626,0.068667,0.029178,0.177715,0.008333,0.099251,0.008333,0.568250,0.001668,0.998288,201.000000,,,,,,,,,,,,,,,0.093575,0.469948,0.547465
0.400000,0.200000,0.300000,5.558592,0.071768,0.012500,0.990312,0.078875,0.036034,0.185305,0.008333,0.114762,0.008333,0.495950,0.000048,0.999998,201.000000,4.914994,0.082668,0.012500,0.988136,"(0.06702752537225821, 0.021470530330787375)",4.299174,3.815182,0.104898,0.083744,4.273504,4.032258,5.000000,119.000000,124.000000,0.070248,0.448178,0.526761
0.400000,0.200000,0.400000,5.686613,0.077433,0.012500,0.990534,0.088747,0.047659,0.190966,0.008333,0.120144,0.008333,0.589100,0.002924,0.995120,201.000000,5.074683,0.111873,0.012500,0.986166,"(0.0732683198797964, 0.03235278809018344)",2.397222,2.373607,0.120998,0.091158,18.197136,13.913043,48.000000,297.000000,345.000000,0.020765,0.389446,0.468687
0.400000,0.200000,0.500000,5.817499,0.086746,0.012500,0.985402,0.102780,0.064519,0.196121,0.008333,0.136775,0.008333,0.654130,0.000147,0.999990,201.000000,5.243712,0.122740,0.012500,0.996014,"(0.08361304963911793, 0.04049593045567406)",2.088801,2.283668,0.118750,0.095708,6.642066,4.663212,9.000000,184.000000,193.000000,0.059130,0.327821,0.406828
0.400000,0.200000,0.650000,5.959358,0.100806,0.012500,0.983250,0.129645,0.095374,0.201984,0.008333,0.153143,0.008333,0.789738,0.000072,0.999998,201.000000,5.421451,0.152041,0.012500,0.988799,"(0.09645797220493289, 0.052814960124380514)",1.619928,1.754777,0.128041,0.100523,25.547902,14.912281,34.000000,194.000000,228.000000,0.155699,0.228745,0.307899
0.400000,0.200000,0.800000,6.020012,0.119614,0.012500,0.990452,0.164268,0.128357,0.212078,0.008333,0.170594,0.008333,1.062804,0.000775,0.999894,201.000000,5.525449,0.211033,0.012500,0.932546,"(0.1105080651641456, 0.0671552268733066)",1.337060,1.266435,0.129575,0.103847,46.181600,26.556017,64.000000,177.000000,241.000000,0.262667,0.121089,0.201745
0.400000,0.200000,1.000000,6.007441,0.146136,0.012500,0.995066,0.209458,0.160596,0.220590,0.008333,0.183334,0.008333,1.390806,0.000281,0.999992,201.000000,5.657036,0.326879,0.012500,0.708639,"(0.13298597410158888, 0.09196977804112219)",1.026461,0.894256,0.164210,0.118198,116.058394,52.475248,159.000000,144.000000,303.000000,0.365907,0.022185,0.102984
0.400000,0.300000,0.300000,5.470495,0.065170,0.012500,0.988901,0.070531,0.030999,0.176993,0.008333,0.116950,0.008333,0.491957,0.000137,0.999985,201.000000,4.862432,0.083784,0.012500,0.980362,"(0.06028875049161038, 0.01950765966889654)",2.898025,3.098588,0.111320,0.092555,10.819475,11.111111,15.000000,120.000000,135.000000,0.067480,0.444611,0.522944
0.400000,0.300000,0.400000,5.561352,0.070573,0.012500,0.991027,0.077727,0.037569,0.181628,0.008333,0.124712,0.008333,0.514345,0.000075,0.999996,201.000000,,,,,,,,,,,,,,,0.038438,0.410588,0.488961
0.400000,0.300000,0.500000,5.651647,0.075970,0.012500,0.992483,0.086506,0.047665,0.185118,0.008333,0.129765,0.008333,0.596320,0.000270,0.999959,201.000000,4.967830,0.092300,0.012500,0.988273,"(0.06970145925025709, 0.02312847596236007)",2.647093,2.477891,0.108067,0.089345,11.603546,9.411765,16.000000,154.000000,170.000000,0.025193,0.376496,0.455105
0.400000,0.300000,0.650000,5.778014,0.085336,0.012500,0.988914,0.100515,0.063782,0.193093,0.008333,0.140617,0.008333,0.668116,0.000338,0.999949,201.000000,5.133180,0.118805,0.012500,0.995579,"(0.07891293732423284, 0.03806455494772072)",2.201453,2.588576,0.113328,0.093682,17.440452,13.872832,24.000000,149.000000,173.000000,0.073630,0.312843,0.391666
0.400000,0.300000,0.800000,5.871976,0.095122,0.012500,0.987839,0.116830,0.080967,0.195933,0.008333,0.149262,0.008333,0.753000,0.000348,0.999957,201.000000,5.241891,0.131780,0.012500,0.988363,"(0.08730860535692185, 0.045070649584356116)",1.916333,1.956113,0.117905,0.094288,24.937028,16.097561,33.000000,172.000000,205.000000,0.123539,0.261242,0.340265
0.400000,0.300000,1.000000,5.962130,0.111191,0.012500,0.988593,0.145404,0.110975,0.204616,0.008333,0.163762,0.008333,0.951556,0.000329,0.999976,201.000000,5.366908,0.166824,0.012500,0.902932,"(0.10181717495933386, 0.06056101594479833)",1.606962,1.593300,0.128866,0.099375,48.453194,28.510638,67.000000,168.000000,235.000000,0.213035,0.170776,0.250614
0.500000,0.040000,0.400000,5.979789,0.101204,0.012500,0.968559,0.159908,0.122282,0.169472,0.008333,0.131273,0.008333,2.011955,0.000751,0.999972,201.000000,5.532231,0.179230,0.012500,0.997292,"(0.18309775903967213, 0.12151362072474174)",1.177697,1.146144,0.118122,0.082065,220.540541,70.022883,306.000000,131.000000,437.000000,0.543242,0.162302,0.087290
0.500000,0.050000,0.400000,5.856982,0.101204,0.012500,0.968559,0.159908,0.122282,0.169472,0.008333,0.131273,0.008333,2.011955,0.000751,0.999972,201.000000,5.532231,0.179230,0.012500,0.997292,"(0.18309775903967213, 0.12151362072474174)",1.177697,1.146144,0.101945,0.077413,220.540541,70.022883,306.000000,131.000000,437.000000,0.543242,0.162302,0.087290
0.500000,0.050000,0.650000,5.617142,0.144924,0.012500,0.992490,0.207763,0.158853,0.183478,0.008333,0.153932,0.008333,3.291808,0.000928,0.999984,201.000000,4.933394,0.320738,0.012500,0.923332,"(0.22594964114051883, 0.14848220853308775)",0.738875,0.645824,0.121325,0.090222,350.040098,99.385246,485.000000,3.000000,488.000000,0.742739,0.360949,0.284822
0.500000,0.050000,0.800000,5.306338,0.183223,0.012500,0.993159,0.395567,0.223022,0.230532,0.008333,0.204636,0.008333,4.184973,0.003631,0.999850,201.000000,5.716603,0.937750,0.012500,0.662501,"(0.1620742478484635, 0.1097544790765478)",0.728145,0.654418,0.132887,0.097920,180.505415,62.034739,250.000000,153.000000,403.000000,0.843970,0.462096,0.386509
0.500000,0.060000,0.400000,6.073554,0.101204,0.012500,0.968559,0.159908,0.122282,0.169472,0.008333,0.131273,0.008333,2.011955,0.000751,0.999972,201.000000,5.532231,0.179230,0.012500,0.997292,"(0.18309775903967213, 0.12151362072474174)",1.177697,1.146144,0.101945,0.077413,220.540541,70.022883,306.000000,131.000000,437.000000,0.543242,0.162302,0.087290
0.500000,0.060000,0.500000,5.997201,0.111202,0.012500,0.982979,0.220762,0.166571,0.172027,0.008333,0.137419,0.008333,1.951866,0.000407,0.999991,201.000000,5.251609,0.184183,0.012500,0.998626,"(0.1858303160317327, 0.1346520409048991)",0.732385,0.702216,0.106906,0.081476,288.951160,93.039443,401.000000,30.000000,431.000000,0.540052,0.159386,0.083319
0.500000,0.080000,0.400000,6.039239,0.101204,0.012500,0.968559,0.159908,0.122282,0.169472,0.008333,0.131273,0.008333,2.011955,0.000751,0.999972,201.000000,5.807889,0.179230,0.012500,0.997292,"(0.14413548684391872, 0.09541125132755422)",1.177697,1.146144,0.101945,0.077413,74.588665,28.021978,102.000000,262.000000,364.000000,0.543242,0.162302,0.087290
0.500000,0.100000,0.200000,5.416645,0.071521,0.012500,0.969305,0.078000,0.031647,0.155916,0.008333,0.087809,0.008333,0.438229,0.000231,0.999945,201.000000,5.427376,0.086005,0.012500,0.985484,"(0.08060861349256317, 0.03618651619502381)",3.504861,3.440504,0.091295,0.064583,7.256602,4.784689,10.000000,199.000000,209.000000,0.035832,0.388398,0.465513
0.500000,0.100000,0.250000,5.586189,0.071521,0.012500,0.969305,0.078000,0.031647,0.155916,0.008333,0.087809,0.008333,0.438229,0.000231,0.999945,201.000000,5.427376,0.086005,0.012500,0.985484,"(0.08060861349256317, 0.03618651619502381)",2.235309,2.695074,0.091295,0.064583,7.256602,4.784689,10.000000,199.000000,209.000000,0.035832,0.388398,0.465513
0.500000,0.100000,0.300000,5.746756,0.071521,0.012500,0.969305,0.078000,0.031647,0.155916,0.008333,0.087809,0.008333,0.498693,0.000109,0.999991,201.000000,5.376795,0.086005,0.012500,0.985484,"(0.08440035729382908, 0.03550272760298845)",2.235309,2.695074,0.092581,0.072219,7.256602,4.784689,10.000000,199.000000,209.000000,0.035832,0.388398,0.465513
0.500000,0.100000,0.400000,5.961209,0.080996,0.012500,0.979325,0.159908,0.122282,0.169472,0.008333,0.131273,0.008333,1.624138,0.001466,0.999838,201.000000,5.662822,0.110091,0.012500,0.992854,"(0.10689748427291185, 0.0672792242445949)",1.177697,1.146144,0.101945,0.077413,25.598398,13.027523,71.000000,474.000000,545.000000,0.466179,0.087340,0.024803
0.500000,0.100000,0.500000,6.054672,0.111202,0.012500,0.982979,0.220762,0.166571,0.172027,0.008333,0.137419,0.008333,1.951866,0.000407,0.999991,201.000000,5.758548,0.184183,0.012500,0.998626,"(0.12546530201155373, 0.080909609141107)",0.944852,1.006251,0.106906,0.081476,87.609005,31.578947,120.000000,260.000000,380.000000,0.540052,0.159386,0.083319
0.500000,0.100000,0.600000,6.053466,0.133793,0.012500,0.991135,0.189760,0.146453,0.178117,0.008333,0.147197,0.008333,1.593434,0.000897,0.999937,201.000000,5.646101,0.206491,0.012500,0.967844,"(0.11223085668790939, 0.07219843648472489)",1.056997,0.866028,0.106760,0.075156,45.203416,20.161290,25.000000,99.000000,124.000000,0.462260,0.083696,0.023748
0.500000,0.100000,0.650000,6.024185,0.144924,0.012500,0.992490,0.207763,0.158853,0.183478,0.008333,0.153932,0.008333,3.291808,0.000928,0.999984,201.000000,5.744689,0.320738,0.012500,0.923332,"(0.15578604995892703, 0.10404485543192182)",1.079264,1.100770,0.121325,0.090222,198.476344,66.747573,275.000000,137.000000,412.000000,0.742739,0.360949,0.284822
0.500000,0.100000,0.700000,5.994101,0.144924,0.012500,0.992490,0.207763,0.158853,0.183478,0.008333,0.153932,0.008333,3.291808,0.000928,0.999984,201.000000,5.744689,0.320738,0.012500,0.923332,"(0.15578604995892703, 0.10404485543192182)",1.079264,1.100770,0.121325,0.090222,198.476344,66.747573,275.000000,137.000000,412.000000,0.742739,0.360949,0.284822
0.500000,0.100000,0.800000,5.901674,0.183223,0.012500,0.993159,0.395567,0.223022,0.230532,0.008333,0.204636,0.008333,4.184973,0.003631,0.999850,201.000000,5.716603,0.937750,0.012500,0.662501,"(0.1620742478484635, 0.1097544790765478)",0.728145,0.654418,0.132887,0.097920,180.505415,62.034739,250.000000,153.000000,403.000000,0.843970,0.462096,0.386509
0.500000,0.100000,1.000000,5.663875,0.240308,0.012500,0.996180,0.327040,0.209593,0.204317,0.008333,0.176580,0.008333,2.994006,0.000880,0.999983,201.000000,5.592305,,,,"(0.18278793912530325, 0.12536174691303334)",0.623842,0.573532,0.138243,0.099234,273.600001,85.972851,380.000000,62.000000,442.000000,0.722188,0.340434,0.264188
0.500000,0.100000,1.200000,5.439232,0.309053,0.012500,0.996865,0.376750,0.220494,0.217210,0.008333,0.190919,0.008333,3.727224,0.001496,0.999968,201.000000,,,,,,,,,,,,,,,0.802640,0.420798,0.344653
0.500000,0.150000,0.400000,5.775152,0.080996,0.012500,0.979325,0.093036,0.052063,0.165584,0.008333,0.123308,0.008333,0.905186,0.000413,0.999959,201.000000,5.485826,0.110091,0.012500,0.992854,"(0.09133383225147977, 0.04874139863868798)",1.531835,1.706934,0.101945,0.077413,14.478056,8.214286,23.000000,257.000000,280.000000,0.133183,0.255133,0.331860
0.500000,0.200000,0.300000,5.512415,0.068701,0.012500,0.986063,0.074083,0.028819,0.148154,0.008333,0.097236,0.008333,0.557110,0.000176,0.999980,201.000000,4.971778,0.084108,0.012500,0.988324,"(0.0653067674164588, 0.02174852634321589)",3.269930,3.662267,0.088017,0.072521,4.609475,3.289474,5.000000,147.000000,152.000000,0.043207,0.361607,0.438394
0.500000,0.200000,0.400000,5.659014,0.074894,0.012500,0.986532,0.083966,0.040914,0.154295,0.008333,0.106194,0.008333,0.649248,0.000371,0.999935,201.000000,5.064877,0.090579,0.012500,0.989289,"(0.07082070754762189, 0.02464121727179958)",2.426996,2.643125,0.098645,0.075964,7.698888,5.235602,10.000000,181.000000,191.000000,0.096731,0.293824,0.370526
0.500000,0.200000,0.500000,5.801908,0.083304,0.012500,0.982907,0.097295,0.059091,0.157862,0.008333,0.117148,0.008333,0.738544,0.000481,0.999916,201.000000,5.227378,0.107133,0.012500,0.992406,"(0.07978087958843569, 0.03685327677553949)",1.872562,1.937987,0.093416,0.078400,15.159414,8.898305,21.000000,215.000000,236.000000,0.166754,0.221323,0.297582
0.500000,0.200000,0.650000,5.945465,0.097238,0.012500,0.981261,0.121962,0.085505,0.162783,0.008333,0.129167,0.008333,0.995312,0.000181,0.999993,201.000000,5.427881,0.140441,0.012500,0.998944,"(0.09344431128491527, 0.04952584413172272)",1.397871,1.408177,0.098206,0.078407,23.577569,11.510791,32.000000,246.000000,278.000000,0.266994,0.121274,0.196125
0.500000,0.200000,0.800000,6.015940,0.113364,0.012500,0.983981,0.150852,0.114463,0.166991,0.008333,0.135648,0.008333,1.178395,0.000143,0.999997,201.000000,5.538112,0.171813,0.012500,0.972368,"(0.10671313769859177, 0.06215162618465924)",1.167264,1.192952,0.109999,0.083640,43.399638,19.480519,60.000000,248.000000,308.000000,0.352912,0.043398,0.110398
0.500000,0.200000,1.000000,6.019952,0.139357,0.012500,0.994383,0.197026,0.151828,0.176259,0.008333,0.147879,0.008333,1.657335,0.001090,0.999914,201.000000,5.648068,0.262682,0.012500,0.844409,"(0.13266461191912648, 0.08968903931385273)",0.815907,0.787136,0.124475,0.095388,94.641782,35.309973,131.000000,240.000000,371.000000,0.472689,0.093913,0.025439
0.500000,0.300000,0.300000,5.451111,0.063268,0.012500,0.990907,0.068084,0.027170,0.144117,0.008333,0.100321,0.008333,0.591206,0.000396,0.999911,201.000000,4.863466,0.072408,0.012500,0.989089,"(0.06011600954646888, 0.016911053596653992)",2.919151,3.540831,0.084044,0.069532,8.094849,6.285714,11.000000,164.000000,175.000000,0.058070,0.338236,0.415048
0.500000,0.300000,0.400000,5.536505,0.068188,0.012500,0.993080,0.074381,0.032949,0.146338,0.008333,0.105022,0.008333,0.601586,0.000111,0.999993,201.000000,4.900759,0.078953,0.012500,0.988308,"(0.06258801213015013, 0.018326502936679947)",2.638889,2.707182,0.082992,0.071210,7.023629,5.882353,9.000000,144.000000,153.000000,0.078765,0.314965,0.391399
0.500000,0.300000,0.500000,5.630370,0.073333,0.012500,0.990708,0.081725,0.040104,0.150250,0.008333,0.110834,0.008333,0.653654,0.000162,0.999988,201.000000,5.003010,0.089785,0.012500,0.989820,"(0.06787072101692095, 0.026131522604363758)",2.301204,2.168222,0.091679,0.075204,12.005002,8.648649,16.000000,169.000000,185.000000,0.114559,0.275491,0.351901
0.500000,0.300000,0.650000,5.755131,0.081788,0.012500,0.991189,0.094677,0.055665,0.154816,0.008333,0.116909,0.008333,0.795836,0.000111,0.999996,201.000000,5.141981,0.109665,0.012500,0.989513,"(0.0759458147676385, 0.03221559588680419)",1.939242,2.236651,0.095506,0.077414,14.123477,9.895833,19.000000,173.000000,192.000000,0.171738,0.216127,0.292423
0.500000,0.300000,0.800000,5.859625,0.091478,0.012500,0.988938,0.111044,0.074494,0.157995,0.008333,0.124363,0.008333,0.929000,0.000437,0.999956,201.000000,5.290182,0.124764,0.012500,0.996817,"(0.0853747115896912, 0.04502274441772231)",1.512708,1.454078,0.097236,0.077528,23.141824,12.749004,32.000000,219.000000,251.000000,0.231131,0.156479,0.232186
0.500000,0.300000,1.000000,5.961497,0.106751,0.012500,0.987237,0.137941,0.103388,0.163727,0.008333,0.133572,0.008333,1.100650,0.000482,0.999962,201.000000,5.428291,0.164181,0.012500,0.975167,"(0.09921036230103392, 0.05921791719137327)",1.211691,1.172169,0.106179,0.080732,41.126071,20.000000,56.000000,224.000000,280.000000,0.321770,0.070109,0.141286
0.600000,0.050000,0.000000,5.283725,0.024377,0.012500,0.875032,0.037464,0.026510,0.158456,0.008333,0.044549,0.008333,2.126939,0.008984,0.996462,201.000000,,,,,,,,,,,,,,,0.320816,0.076597,0.142585
