# Free Space Reference Dataset - Active Polymer N=40
#
# Reference base: H_free (Shannon entropy in free space)
# All other observables fuzzy-matched with tolerance=0.05 on (Pe, T, kappa)
#
# Use this dataset when correlating free space observables or mixed observables
# with emphasis on free space data completeness.
#
# Columns:
# - Pe, T, kappa: simulation parameters (dimensionless)
# - H_free: Shannon entropy in free space (REFERENCE BASE)
# - lp_free: Persistence length from averaged correlation (normalized)
# - lp_free_individual: Mean of individual polymer persistence lengths (normalized)
# - tau_decorr_free_full: E2E full-vector decorrelation time in free space (seconds)
# - tau_decorr_free_unit: E2E unit-vector decorrelation time in free space (seconds)
# - D_long: Long-time diffusion coefficient in free space (mm²/s)
# - H_conf: Shannon entropy in confinement, CAVITY ONLY
# - lp_conf: Persistence length from averaged correlation in confinement (normalized)
# - lp_conf_individual: Mean of individual polymer persistence lengths in confinement (normalized)
# - ttrap: Mean trapping time in cavity (minutes)
# - tau_decorr_cavity_full: E2E full-vector decorrelation time in cavity ONLY (minutes)
# - tau_decorr_cavity_unit: E2E unit-vector decorrelation time in cavity ONLY (minutes)
# - RMSE_D10/D20/D30: MSD matching RMSE (log-space) vs experimental 10/20/30C over [10-50s]
#
Pe,T,kappa,H_free,lp_free,lp_free_error,lp_free_R2,lp_free_individual,lp_free_individual_std,tau_decorr_free_full,tau_decorr_free_full_error,tau_decorr_free_unit,tau_decorr_free_unit_error,D_long,D_long_error,D_long_R2,D_long_n_points,H_conf,lp_conf,lp_conf_error,lp_conf_R2,lp_conf_individual,ttrap,ttrap_std,tau_decorr_cavity_full,tau_decorr_cavity_unit,transloc_rate_per_hour,transloc_success_rate,transloc_n_success,transloc_n_attempts,transloc_total_events,RMSE_D10,RMSE_D20,RMSE_D30
0.600000,0.050000,0.050000,5.402832,0.068747,0.012500,0.932525,0.065154,0.028149,0.158456,0.008333,0.044549,0.008333,2.126939,0.008984,0.996462,201.000000,,,,,,,,,,,,,,,0.320816,0.076597,0.142585
0.600000,0.050000,0.100000,5.210749,0.068747,0.012500,0.932525,0.065154,0.028149,0.121227,0.008333,0.041266,0.008333,0.880270,0.004013,0.995881,201.000000,,,,,,,,,,,,,,,0.320816,0.076597,0.142585
0.600000,0.050000,0.200000,5.254514,0.071087,0.012500,0.974291,0.074554,0.018777,0.129471,0.008333,0.045322,0.008333,0.390153,0.001180,0.998184,201.000000,,,,,,,,,,,,,,,0.076003,0.437418,0.512477
0.600000,0.050000,0.400000,5.880274,0.087885,0.012500,0.964837,0.103596,0.049377,0.147240,0.008333,0.082934,0.008333,0.982280,0.001325,0.999638,201.000000,5.556850,0.126801,0.012500,0.995015,"(0.088254520589603, 0.047984584639239436)",1.054610,0.979049,0.091583,0.063919,33.209666,14.720000,92.000000,533.000000,625.000000,0.263849,0.123539,0.199236
0.600000,0.050000,0.650000,5.696970,0.219683,0.012500,0.989400,0.190005,0.145616,0.172018,0.008333,0.149021,0.008333,3.460645,0.001097,0.999980,201.000000,,,,,,,,,,,,,,,0.814412,0.432881,0.354413
0.600000,0.050000,0.800000,5.386051,0.318697,0.012500,0.990262,0.246227,0.179423,0.156392,0.008333,0.132599,0.008333,4.861856,0.001938,0.999968,201.000000,,,,,,,,,,,,,,,0.927459,0.545676,0.468017
0.600000,0.100000,0.000000,5.243226,0.024377,0.012500,0.875032,0.037464,0.026510,0.158456,0.008333,0.044549,0.008333,2.126939,0.008984,0.996462,201.000000,,,,,,,,,,,,,,,0.320816,0.076597,0.142585
0.600000,0.100000,0.050000,5.222685,0.068747,0.012500,0.932525,0.065154,0.028149,0.158456,0.008333,0.044549,0.008333,2.126939,0.008984,0.996462,201.000000,,,,,,,,,,,,,,,0.320816,0.076597,0.142585
0.600000,0.100000,0.100000,5.196690,0.068747,0.012500,0.932525,0.065154,0.028149,0.121227,0.008333,0.041266,0.008333,0.880270,0.004013,0.995881,201.000000,,,,,,,,,,,,,,,0.320816,0.076597,0.142585
0.600000,0.100000,0.200000,5.325036,0.071087,0.012500,0.974291,0.074554,0.018777,0.129471,0.008333,0.045322,0.008333,0.390153,0.001180,0.998184,201.000000,,,,,,,,,,,,,,,0.076003,0.437418,0.512477
0.600000,0.100000,0.400000,5.920264,0.087885,0.012500,0.964837,0.103596,0.049377,0.147240,0.008333,0.082934,0.008333,0.982280,0.001325,0.999638,201.000000,5.556850,0.126801,0.012500,0.995015,"(0.088254520589603, 0.047984584639239436)",1.054610,0.979049,0.091583,0.063919,33.209666,14.720000,92.000000,533.000000,625.000000,0.263849,0.123539,0.199236
0.600000,0.100000,0.650000,6.043891,0.219683,0.012500,0.989400,0.190005,0.145616,0.172018,0.008333,0.149021,0.008333,3.460645,0.001097,0.999980,201.000000,,,,,,,,,,,,,,,0.814412,0.432881,0.354413
0.600000,0.100000,0.800000,5.933213,0.318697,0.012500,0.990262,0.246227,0.179423,0.156392,0.008333,0.132599,0.008333,4.861856,0.001938,0.999968,201.000000,,,,,,,,,,,,,,,0.927459,0.545676,0.468017
0.600000,0.200000,0.000000,5.208612,0.050762,0.012500,0.942486,0.047046,0.021633,0.115427,0.008333,0.070922,0.008333,0.983228,0.002644,0.998564,201.000000,,,,,,,,,,,,,,,0.150344,0.239165,0.315045
0.600000,0.200000,0.050000,5.248656,0.050762,0.012500,0.942486,0.047046,0.021633,0.115427,0.008333,0.070922,0.008333,0.983228,0.002644,0.998564,201.000000,,,,,,,,,,,,,,,0.150344,0.239165,0.315045
0.600000,0.200000,0.100000,5.273569,0.050762,0.012500,0.942486,0.047046,0.021633,0.115495,0.008333,0.073018,0.008333,0.798993,0.002120,0.998601,201.000000,,,,,,,,,,,,,,,0.150344,0.239165,0.315045
0.600000,0.200000,0.200000,5.359837,0.059037,0.012500,0.976143,0.061176,0.020522,0.122440,0.008333,0.078455,0.008333,0.576490,0.002697,0.995664,201.000000,,,,,,,,,,,,,,,0.126245,0.276384,0.348792
0.600000,0.200000,0.400000,5.533035,0.070532,0.012500,0.990458,0.076812,0.031863,0.124922,0.008333,0.078774,0.008333,0.885232,0.002846,0.997948,201.000000,5.072195,0.093656,0.012500,0.984249,"(0.06629393959184099, 0.02585405563764403)",1.685166,1.841577,0.080266,0.062996,22.888283,12.857143,63.000000,427.000000,490.000000,0.142431,0.250079,0.324866
0.600000,0.200000,0.650000,5.922868,0.093363,0.012500,0.981224,0.113776,0.075854,0.136002,0.008333,0.109852,0.008333,1.107967,0.000197,0.999994,201.000000,,,,,,,,,,,,,,,0.340167,0.061019,0.123250
0.600000,0.200000,0.800000,6.010998,0.109079,0.012500,0.983556,0.142840,0.106194,0.139710,0.008333,0.115095,0.008333,1.452649,0.000685,0.999956,201.000000,,,,,,,,,,,,,,,0.436280,0.067164,0.028283
0.800000,0.020000,0.350000,5.952152,0.119206,0.012500,0.975833,0.170775,0.131227,0.118224,0.008333,0.096558,0.008333,2.633936,0.000699,0.999986,201.000000,5.838083,0.217057,0.012500,0.997039,"(0.13077531473406603, 0.07993323126562596)",0.575679,0.530867,0.067637,0.049001,84.197682,20.909091,115.000000,435.000000,550.000000,0.731425,0.351497,0.269683
0.800000,0.050000,0.650000,5.820433,0.120218,0.012500,0.988551,0.264144,0.188422,0.114285,0.008333,0.095902,0.008333,3.994348,0.001724,0.999963,201.000000,5.753905,0.296893,0.012500,0.904895,"(0.11953657204261935, 0.0746837844168336)",0.453891,0.446114,0.070416,0.050087,510.990991,93.659181,709.000000,48.000000,757.000000,0.901842,0.520840,0.440545
0.800000,0.050000,0.800000,5.553248,0.148776,0.012500,0.991726,0.335274,0.212936,0.115008,0.008333,0.097415,0.008333,5.821231,0.003001,0.999947,201.000000,,,,,,,,,,,,,,,1.024987,0.643589,0.564037
0.800000,0.080000,0.650000,6.028605,0.120218,0.012500,0.988551,0.264144,0.188422,0.114285,0.008333,0.095902,0.008333,3.994348,0.001724,0.999963,201.000000,5.753905,0.296893,0.012500,0.904895,"(0.11953657204261935, 0.0746837844168336)",0.453891,0.446114,0.070416,0.050087,283.146066,60.681115,392.000000,254.000000,646.000000,0.901842,0.520840,0.440545
0.800000,0.100000,0.400000,5.818565,0.078381,0.012500,0.957550,0.088010,0.042233,0.102784,0.008333,0.080604,0.008333,1.130313,0.000098,0.999999,201.000000,5.684991,0.106081,0.012500,0.991218,"(0.09436539202416622, 0.04696248111371145)",1.209792,1.375605,0.059508,0.045894,27.014218,9.223301,19.000000,187.000000,206.000000,0.364022,0.058703,0.101545
0.800000,0.100000,0.500000,5.987801,0.093007,0.012500,0.966444,0.113237,0.074602,0.106328,0.008333,0.086304,0.008333,1.524941,0.000391,0.999987,201.000000,5.796560,0.203492,0.012500,0.998142,"(0.12167197591872464, 0.07497106225829697)",0.810113,0.877674,0.063378,0.048536,51.048089,12.969925,69.000000,463.000000,532.000000,0.497034,0.124722,0.037106
0.800000,0.100000,0.650000,6.051382,0.120218,0.012500,0.988551,0.264144,0.188422,0.114285,0.008333,0.095902,0.008333,3.994348,0.001724,0.999963,201.000000,5.753905,0.296893,0.012500,0.904895,"(0.11953657204261935, 0.0746837844168336)",0.653125,0.638093,0.070416,0.050087,136.827365,29.780564,190.000000,448.000000,638.000000,0.901842,0.520840,0.440545
0.800000,0.100000,0.800000,5.988480,0.148776,0.012500,0.991726,0.335274,0.212936,0.115008,0.008333,0.097415,0.008333,5.821231,0.003001,0.999947,201.000000,,,,,,,,,,,,,,,1.024987,0.643589,0.564037
0.800000,0.150000,0.650000,5.982963,0.120218,0.012500,0.988551,0.161888,0.122169,0.104957,0.008333,0.086902,0.008333,2.127748,0.001257,0.999931,201.000000,5.753905,0.200972,0.012500,0.999391,"(0.11953657204261935, 0.0746837844168336)",0.653125,0.638093,0.068318,0.049023,47.522339,12.896825,65.000000,439.000000,504.000000,0.522496,0.148118,0.061417
0.800000,0.200000,0.650000,5.873450,0.086345,0.012500,0.978587,0.100864,0.059884,0.102726,0.008333,0.085079,0.008333,1.305891,0.000557,0.999964,201.000000,5.355289,0.109886,0.012500,0.990895,"(0.08150004668682381, 0.03873684768411832)",1.223684,1.170400,0.062643,0.049327,16.534447,7.166124,22.000000,285.000000,307.000000,0.447692,0.082496,0.022093
0.800000,0.200000,0.800000,5.976683,0.099713,0.012500,0.979456,0.124978,0.086320,0.104913,0.008333,0.088513,0.008333,1.720321,0.000743,0.999963,201.000000,,,,,,,,,,,,,,,0.542263,0.166394,0.080877
1.000000,0.020000,0.250000,5.568467,0.070809,0.012500,0.906879,0.080612,0.087218,0.087302,0.008333,0.038383,0.008333,0.892626,0.000206,0.999989,201.000000,5.058402,0.075286,0.012500,0.989113,"(0.060426523542310956, 0.013902022732702454)",2.115044,2.445546,0.048718,0.033654,21.306122,7.631579,29.000000,351.000000,380.000000,0.284337,0.119793,0.183321
1.000000,0.020000,0.350000,5.979256,0.096011,0.012500,0.971636,0.121508,0.080917,0.091074,0.008333,0.070657,0.008333,2.344583,0.001163,0.999951,201.000000,5.400890,0.108217,0.012500,0.997419,"(0.0732162675397714, 0.02744731721186468)",1.452366,1.547808,0.051708,0.036973,64.570738,15.949821,89.000000,469.000000,558.000000,0.702949,0.324312,0.240939
1.000000,0.040000,0.500000,6.013196,0.119593,0.012500,0.981834,0.165114,0.124632,0.092502,0.008333,0.076130,0.008333,3.082926,0.001109,0.999974,201.000000,5.761980,0.125831,0.012500,0.995000,"(0.10462305918805634, 0.060167039650297405)",0.680578,0.657711,0.055301,0.035283,238.118215,40.768278,329.000000,478.000000,807.000000,0.818705,0.438737,0.356858
1.000000,0.050000,0.000000,4.368647,0.017525,0.012500,0.191973,0.026435,0.016045,0.217694,0.008333,0.149074,0.008333,33.063530,0.079998,0.998836,201.000000,,,,,,,,,,,,,,,1.479903,1.098029,1.021257
1.000000,0.050000,0.050000,4.789778,0.017525,0.012500,0.191973,0.026435,0.016045,0.071107,0.008333,0.040227,0.008333,33.063530,0.079998,0.998836,201.000000,,,,,,,,,,,,,,,1.479903,1.098029,1.021257
1.000000,0.050000,0.100000,5.332403,0.017525,0.012500,0.191973,0.043476,0.028764,0.071107,0.008333,0.040227,0.008333,20.040719,0.104548,0.994613,201.000000,4.640776,0.058393,0.012500,0.985132,"(0.05323629406372875, 0.009739206895358829)",3.728059,4.157763,0.043855,0.030841,18.729677,10.666667,24.000000,201.000000,225.000000,1.479903,1.098029,1.021257
1.000000,0.050000,0.200000,5.643523,0.064839,0.012500,0.943990,0.064195,0.025827,0.087302,0.008333,0.038383,0.008333,0.892626,0.000206,0.999989,201.000000,5.110021,0.075286,0.012500,0.989113,"(0.04994831021348592, 0.02323655718509759)",2.115044,2.445546,0.048015,0.035974,21.306122,7.631579,29.000000,351.000000,380.000000,0.284337,0.119793,0.183321
1.000000,0.050000,0.400000,5.459554,0.074537,0.012500,0.969217,0.073602,0.020785,0.077214,0.008333,0.033581,0.008333,0.785220,0.000440,0.999937,201.000000,5.536294,0.094902,0.012500,0.988315,"(0.08308427395425125, 0.03898520439657857)",0.692478,0.644436,0.052725,0.039827,104.474002,22.712934,144.000000,490.000000,634.000000,0.211199,0.189315,0.258786
1.000000,0.050000,0.650000,5.917281,0.152234,0.012500,0.982577,0.161349,0.120784,0.096480,0.008333,0.081810,0.008333,4.254910,0.001356,0.999980,201.000000,5.724357,0.174396,0.012500,0.996865,"(0.10914051400534378, 0.06584916742972009)",0.438313,0.420911,0.057692,0.039288,526.442308,79.956188,730.000000,183.000000,913.000000,0.942592,0.561959,0.480903
1.000000,0.050000,0.800000,5.674518,0.134272,0.012500,0.989401,0.298168,0.200590,0.104062,0.008333,0.090282,0.008333,6.027741,0.002039,0.999977,201.000000,,,,,,,,,,,,,,,1.085114,0.703963,0.623736
1.000000,0.080000,0.650000,6.043994,0.152234,0.012500,0.982577,0.161349,0.120784,0.096480,0.008333,0.081810,0.008333,4.254910,0.001356,0.999980,201.000000,5.724357,0.174396,0.012500,0.996865,"(0.10914051400534378, 0.06584916742972009)",0.438313,0.420911,0.057692,0.039288,225.856885,39.720812,313.000000,475.000000,788.000000,0.942592,0.561959,0.480903
1.000000,0.100000,0.000000,5.413322,0.017525,0.012500,0.191973,0.026435,0.016045,0.217694,0.008333,0.149074,0.008333,33.063530,0.079998,0.998836,201.000000,,,,,,,,,,,,,,,1.479903,1.098029,1.021257
1.000000,0.100000,0.050000,5.387487,0.017525,0.012500,0.191973,0.026435,0.016045,0.071107,0.008333,0.040227,0.008333,33.063530,0.079998,0.998836,201.000000,,,,,,,,,,,,,,,1.479903,1.098029,1.021257
1.000000,0.100000,0.100000,5.388730,0.017525,0.012500,0.191973,0.043476,0.028764,0.071107,0.008333,0.040227,0.008333,20.040719,0.104548,0.994613,201.000000,4.640776,0.058393,0.012500,0.985132,"(0.05323629406372875, 0.009739206895358829)",3.728059,4.157763,0.045188,0.036779,9.986130,2.173913,2.000000,90.000000,92.000000,1.479903,1.098029,1.021257
1.000000,0.100000,0.200000,5.308170,0.064839,0.012500,0.943990,0.064195,0.025827,0.087302,0.008333,0.038383,0.008333,3.147559,0.012551,0.996846,201.000000,5.110021,0.066120,0.012500,0.986699,"(0.04994831021348592, 0.02323655718509759)",2.115044,2.445546,0.048015,0.035974,4.545455,1.388889,2.000000,142.000000,144.000000,0.628053,0.250207,0.166041
1.000000,0.100000,0.400000,5.706667,0.074537,0.012500,0.969217,0.073602,0.020785,0.077214,0.008333,0.033581,0.008333,0.785220,0.000440,0.999937,201.000000,5.536294,0.076199,0.012500,0.991433,"(0.08308427395425125, 0.03898520439657857)",1.283019,1.385104,0.052725,0.039827,24.218441,7.172996,17.000000,220.000000,237.000000,0.211199,0.189315,0.258786
1.000000,0.100000,0.500000,5.913990,0.084596,0.012500,0.960798,0.097541,0.053048,0.081448,0.008333,0.066710,0.008333,1.677217,0.000385,0.999990,201.000000,5.761980,0.125831,0.012500,0.995000,"(0.10462305918805634, 0.060167039650297405)",0.680578,0.657711,0.049325,0.037380,38.576628,9.515260,53.000000,504.000000,557.000000,0.447322,0.086358,0.027058
1.000000,0.100000,0.600000,5.751263,0.083468,0.012500,0.971470,0.091005,0.033531,0.084249,0.008333,0.062428,0.008333,0.836794,0.003543,0.996444,201.000000,5.405866,0.107753,0.012500,0.991764,"(0.07709170202786374, 0.029584664079439573)",0.905699,0.914538,0.050064,0.039077,39.978847,12.727273,21.000000,144.000000,165.000000,0.450133,0.085794,0.021277
1.000000,0.100000,0.650000,6.038257,0.152234,0.012500,0.982577,0.106070,0.065433,0.096480,0.008333,0.081810,0.008333,4.254910,0.001356,0.999980,201.000000,5.724357,0.174396,0.012500,0.996865,"(0.10914051400534378, 0.06584916742972009)",0.438313,0.420911,0.057692,0.039288,111.242123,21.965318,152.000000,540.000000,692.000000,0.942592,0.561959,0.480903
1.000000,0.100000,0.800000,6.013521,0.134272,0.012500,0.989401,0.298168,0.200590,0.104062,0.008333,0.090282,0.008333,6.027741,0.002039,0.999977,201.000000,,,,,,,,,,,,,,,1.085114,0.703963,0.623736
1.000000,0.150000,0.500000,5.739266,0.084596,0.012500,0.960798,0.097541,0.053048,0.081448,0.008333,0.066710,0.008333,1.677217,0.000385,0.999990,201.000000,5.242165,0.084791,0.012500,0.988304,"(0.0710823922352677, 0.025231216533515694)",1.232720,1.320601,0.048084,0.039623,31.698113,9.744780,42.000000,389.000000,431.000000,0.447322,0.086358,0.027058
1.000000,0.150000,0.650000,5.933937,0.107707,0.012500,0.982487,0.106070,0.065433,0.087022,0.008333,0.073071,0.008333,2.446767,0.000378,0.999995,201.000000,5.724357,0.174396,0.012500,0.996865,"(0.10914051400534378, 0.06584916742972009)",0.976761,0.896053,0.048666,0.038987,50.000000,12.734082,68.000000,466.000000,534.000000,0.581923,0.206350,0.120348
1.000000,0.200000,0.000000,5.211911,0.024067,0.012500,0.893732,0.034085,0.018348,0.070635,0.008333,0.047746,0.008333,1.173393,0.002742,0.998914,201.000000,,,,,,,,,,,,,,,0.359155,0.070352,0.109458
1.000000,0.200000,0.050000,5.216925,0.050660,0.012500,0.918762,0.034085,0.018348,0.069420,0.008333,0.049077,0.008333,1.173393,0.002742,0.998914,201.000000,,,,,,,,,,,,,,,0.359155,0.070352,0.109458
1.000000,0.200000,0.100000,5.225760,0.050660,0.012500,0.918762,0.034085,0.018348,0.069420,0.008333,0.049077,0.008333,1.062672,0.005426,0.994839,201.000000,4.640675,0.052612,0.012500,0.994155,"(0.04993272064416463, 0.010546085956296582)",2.264323,2.028651,0.046691,0.039019,15.565164,9.633028,21.000000,197.000000,218.000000,0.359155,0.070352,0.109458
1.000000,0.200000,0.200000,5.290903,0.053817,0.012500,0.956501,0.052120,0.020792,0.070442,0.008333,0.048418,0.008333,1.067388,0.002607,0.998814,201.000000,4.749750,0.058440,0.012500,0.995840,"(0.053155777300740066, 0.011659570322604151)",2.231746,2.384047,0.047265,0.041253,13.497188,9.000000,18.000000,182.000000,200.000000,0.298974,0.111542,0.170480
1.000000,0.200000,0.400000,5.425583,0.062952,0.012500,0.985077,0.065714,0.022013,0.077608,0.008333,0.058589,0.008333,1.220288,0.002171,0.999370,201.000000,4.948391,0.067351,0.012500,0.990104,"(0.05955460746416411, 0.018716352899572096)",1.680426,1.785941,0.048160,0.040870,13.162706,6.521739,18.000000,258.000000,276.000000,0.373911,0.066737,0.095394
1.000000,0.200000,0.650000,5.807102,0.079906,0.012500,0.976886,0.090825,0.046859,0.081761,0.008333,0.068723,0.008333,1.431935,0.000408,0.999984,201.000000,5.258848,0.089920,0.012500,0.988496,"(0.07432825093916738, 0.027999449813667057)",1.327152,1.251457,0.047618,0.039166,19.704034,7.563025,27.000000,330.000000,357.000000,0.506178,0.135552,0.047484
1.000000,0.200000,0.800000,5.938573,0.092768,0.012500,0.975259,0.111374,0.071056,0.083492,0.008333,0.070844,0.008333,1.831424,0.001792,0.999809,201.000000,,,,,,,,,,,,,,,0.602220,0.225862,0.140511
1.200000,0.020000,0.250000,5.291309,0.059695,0.012500,0.929836,0.062317,0.014315,0.065059,0.008333,0.028210,0.008333,0.692038,0.000205,0.999983,201.000000,5.084738,0.061813,0.012500,0.974893,"(0.05886953180742212, 0.013821676181290215)",1.142562,1.411248,0.040166,0.029547,24.304419,8.461538,33.000000,357.000000,390.000000,0.191176,0.211613,0.281100
1.200000,0.020000,0.400000,5.972538,0.096998,0.012500,0.970910,0.121769,0.079246,0.076011,0.008333,0.059835,0.008333,2.987762,0.000295,0.999998,201.000000,5.843561,0.090097,0.012500,0.989083,"(0.10778593303497551, 0.06298945781502517)",0.855747,0.873737,0.043276,0.032188,72.158749,14.836795,100.000000,574.000000,674.000000,0.803249,0.423851,0.341289
1.200000,0.040000,0.500000,6.025645,0.103454,0.012500,0.976861,0.106486,0.062185,0.072274,0.008333,0.058983,0.008333,3.252492,0.001203,0.999973,201.000000,5.835127,0.109041,0.012500,0.990204,"(0.1491151123360655, 0.09088767506829745)",0.531565,0.466131,0.042516,0.031563,178.560001,27.896513,248.000000,641.000000,889.000000,0.814114,0.434498,0.352228
1.200000,0.050000,0.650000,5.967295,0.108237,0.012500,0.979549,0.118437,0.076604,0.073707,0.008333,0.061735,0.008333,4.142855,0.001711,0.999966,201.000000,5.754962,0.163200,0.012500,0.997743,"(0.10989978458218443, 0.06850840641715529)",0.275492,0.257033,0.046537,0.029430,488.880002,65.730881,679.000000,354.000000,1033.000000,0.965558,0.585162,0.503726
1.200000,0.050000,0.800000,5.761208,0.179873,0.012500,0.979135,0.263058,0.186106,0.084327,0.008333,0.072842,0.008333,6.595858,0.003743,0.999936,201.000000,,,,,,,,,,,,,,,1.122069,0.741082,0.660525
1.200000,0.060000,0.500000,5.996027,0.103454,0.012500,0.976861,0.106486,0.062185,0.072274,0.008333,0.058983,0.008333,3.252492,0.001203,0.999973,201.000000,5.835127,0.109041,0.012500,0.990204,"(0.1491151123360655, 0.09088767506829745)",0.531565,0.466131,0.042705,0.032845,178.560001,27.896513,248.000000,641.000000,889.000000,0.814114,0.434498,0.352228
1.200000,0.080000,0.650000,6.038165,0.108237,0.012500,0.979549,0.118437,0.076604,0.073707,0.008333,0.061735,0.008333,4.142855,0.001711,0.999966,201.000000,5.754962,0.163200,0.012500,0.997743,"(0.10989978458218443, 0.06850840641715529)",0.345046,0.307542,0.046537,0.029430,199.357945,30.263158,276.000000,636.000000,912.000000,0.965558,0.585162,0.503726
1.200000,0.100000,0.400000,5.585969,0.066991,0.012500,0.959827,0.070797,0.019454,0.067901,0.008333,0.054120,0.008333,1.256450,0.000846,0.999910,201.000000,5.163691,0.066789,0.012500,0.988606,"(0.06497961989393673, 0.018970889562963566)",1.575833,1.590169,0.042416,0.032843,21.621622,5.454545,6.000000,104.000000,110.000000,0.419316,0.072236,0.052213
1.200000,0.100000,0.650000,6.007572,0.108237,0.012500,0.979549,0.118437,0.076604,0.073707,0.008333,0.061735,0.008333,4.142855,0.001711,0.999966,201.000000,5.754962,0.163200,0.012500,0.997743,"(0.10989978458218443, 0.06850840641715529)",0.476546,0.471285,0.044241,0.032121,99.001833,17.904509,135.000000,619.000000,754.000000,0.965558,0.585162,0.503726
1.200000,0.100000,0.800000,6.029210,0.179873,0.012500,0.979135,0.263058,0.186106,0.084327,0.008333,0.072842,0.008333,6.595858,0.003743,0.999936,201.000000,,,,,,,,,,,,,,,1.122069,0.741082,0.660525
1.200000,0.200000,0.650000,5.741387,0.074735,0.012500,0.969995,0.082941,0.036636,0.068215,0.008333,0.057549,0.008333,1.725035,0.000316,0.999993,201.000000,5.402976,0.077594,0.012500,0.988201,"(0.07274384056856716, 0.0350567696845527)",1.022732,1.149744,0.040838,0.032959,15.174629,5.540897,21.000000,358.000000,379.000000,0.551686,0.178580,0.091260
1.200000,0.200000,0.800000,5.889356,0.086701,0.012500,0.972437,0.100275,0.057551,0.069362,0.008333,0.059188,0.008333,2.062954,0.000464,0.999990,201.000000,,,,,,,,,,,,,,,0.644718,0.267885,0.182964
1.500000,0.080000,0.650000,5.994125,0.092937,0.012500,0.955515,0.109980,0.065961,0.058246,0.008333,0.048964,0.008333,2.959919,0.000991,0.999978,201.000000,5.664870,0.096302,0.012500,0.986619,"(0.09296763977880441, 0.04818985968286554)",0.522546,0.510288,0.034675,0.026487,82.666124,13.713592,113.000000,711.000000,824.000000,0.820018,0.440916,0.358014
2.000000,0.100000,0.200000,5.571704,0.020287,0.012500,0.699576,0.025907,0.032450,0.037964,0.008333,0.027556,0.008333,4.164986,0.012726,0.998146,201.000000,5.219101,0.020090,0.012500,0.771586,"(0.023195144223780828, 0.021075003855603798)",0.640709,0.667084,0.024468,0.019185,37.075180,8.298755,20.000000,221.000000,241.000000,0.925193,0.545038,0.463532
2.000000,0.100000,0.400000,5.570138,0.066683,0.012500,0.893813,0.059342,0.057253,0.039043,0.008333,0.030822,0.008333,3.594187,0.010748,0.998224,201.000000,5.235678,0.024408,0.012500,0.889401,"(0.0398191264925805, 0.031073656638954433)",0.625635,0.637198,0.025673,0.020017,64.748202,12.323944,35.000000,249.000000,284.000000,0.780682,0.402731,0.318610
2.000000,0.100000,0.600000,5.504304,0.069204,0.012500,0.969852,0.074492,0.025793,0.037494,0.008333,0.028521,0.008333,2.193106,0.013550,0.992461,201.000000,5.312621,0.064702,0.012500,0.960057,"(0.06147584676322726, 0.031129152276780616)",0.573852,0.565341,0.026551,0.021812,53.593429,13.942308,29.000000,179.000000,208.000000,0.586516,0.215298,0.127403
