Pe,T,kappa,H_free,lp_free,lp_free_error,lp_free_R2,lp_free_individual,lp_free_individual_std,tau_decorr_free,tau_decorr_free_error,D_long,D_long_error,D_long_R2,D_long_n_points,H_conf,lp_conf,lp_conf_error,lp_conf_R2,lp_conf_individual,ttrap,ttrap_std,tau_decorr_cavity,transloc_rate_per_hour,transloc_success_rate,transloc_n_success,transloc_n_attempts,transloc_total_events,N_rot,tau_eff,tau_star,tau_geom,tau_0,tau_rot,D_r,mobility
0.3,0.2,0.3,5.575377,0.074537,0.0125,0.992368,0.08284,0.038847,14.566974,0.5,0.365735,9.9e-05,0.999985,201.0,4.915053,0.089716,0.0125,0.990357,,4.38803,4.443417,6.916,2.955665,3.571429,4.0,108.0,112.0,1.895,0.2,6.12,6.9,0.72,0.11,9.4764,5.0
0.3,0.2,0.35,5.575377,0.074537,0.0125,0.992368,0.08284,0.038847,14.566974,0.5,0.365735,9.9e-05,0.999985,201.0,5.04606,0.089716,0.0125,0.990357,,4.38803,4.443417,7.163,5.436893,5.645161,7.0,117.0,124.0,1.154,0.17,3.12,8.47,0.32,0.14,6.9246,5.88235294117647
0.3,0.2,0.4,5.640767,0.084048,0.0125,0.991246,0.095808,0.057716,15.05517,0.5,0.385017,0.000324,0.999859,201.0,5.067196,0.115955,0.0125,0.996667,,3.280191,3.591825,7.113,8.524745,7.936508,10.0,116.0,126.0,1.816,0.18,5.33,7.85,0.72,0.1,9.9074,5.555555555555555
0.3,0.2,0.5,5.83774,0.091131,0.0125,0.983967,0.110682,0.075108,15.697459,0.5,0.492153,0.000255,0.999947,201.0,5.213212,0.13834,0.0125,0.983477,,2.98084,3.301499,6.866,14.760148,16.0,20.0,105.0,125.0,1.406,0.15,2.7,5.0,0.28,0.11,9.3707,6.666666666666667
0.3,0.2,0.65,5.966992,0.106185,0.0125,0.983453,0.139745,0.10617,16.352507,0.5,0.679617,0.000256,0.999972,201.0,5.365681,0.163392,0.0125,0.882942,,2.118288,2.170302,6.813,28.032787,21.111111,38.0,142.0,180.0,1.622,0.13,0.27,3.63,0.28,0.08,12.162,7.692307692307692
0.3,0.2,0.8,6.017321,0.12552,0.0125,0.991497,0.17549,0.136743,16.834343,0.5,0.83484,0.000316,0.999971,201.0,5.514676,0.213473,0.0125,0.784869,,1.595388,1.821975,6.664,,,,,,2.515,0.12,0.17,4.3,0.23,0.05,21.556,8.333333333333334
0.3,0.2,1.0,5.982395,0.15499,0.0125,0.996222,0.223067,0.169196,17.720735,0.5,1.152332,0.000806,0.999903,201.0,5.595615,0.298609,0.0125,0.642319,,1.412815,1.354218,6.5,,,,,,2.552,0.1,0.15,0.17,0.23,0.04,25.522,10.0
0.3,0.3,0.15,,,,,,,,,,,,,4.743388,0.071894,0.0125,0.967402,,4.016239,4.229952,7.164,5.866775,6.504065,8.0,115.0,123.0,3.949,0.25,7.2,10.53,0.65,0.06,15.797,4.0
0.3,0.3,0.25,5.496726,0.06775,0.0125,0.987723,0.074066,0.03453,13.852504,0.5,0.387884,0.00025,0.999917,201.0,4.763944,0.082927,0.0125,0.978777,,3.929508,4.193234,7.109,9.739854,11.711712,13.0,98.0,111.0,1.871,0.22,6.33,10.38,0.62,0.12,8.6339,4.545454545454546
0.3,0.3,0.3,5.496726,0.06775,0.0125,0.987723,0.074066,0.03453,13.852504,0.5,0.387884,0.00025,0.999917,201.0,4.78319,0.082927,0.0125,0.978777,,4.307321,4.395464,7.109,9.739854,11.711712,13.0,98.0,111.0,2.045,0.22,7.83,9.18,0.42,0.11,9.4385,4.545454545454546
0.3,0.3,0.35,5.496726,0.06775,0.0125,0.987723,0.074066,0.03453,13.852504,0.5,0.387884,0.00025,0.999917,201.0,4.817802,0.082927,0.0125,0.978777,,4.307321,4.395464,7.109,7.550336,9.259259,10.0,98.0,108.0,1.556,0.23,5.52,12.82,0.42,0.15,6.6702,4.3478260869565215
0.3,0.3,0.4,5.580282,0.072993,0.0125,0.991295,0.08182,0.042671,14.2593,0.5,0.386603,8.2e-05,0.999991,201.0,4.900756,0.095146,0.0125,0.983516,,3.459033,3.843273,7.129,12.136536,12.307692,16.0,114.0,130.0,1.066,0.2,8.48,9.38,0.43,0.19,5.3309,5.0
0.3,0.3,0.5,5.666515,0.079442,0.0125,0.99027,0.090999,0.053259,14.506491,0.5,0.444839,3.5e-05,0.999999,201.0,4.950019,0.097834,0.0125,0.988941,,3.832533,3.386876,7.153,10.193858,10.23622,13.0,114.0,127.0,1.156,0.18,4.42,6.67,0.37,0.16,6.3029,5.555555555555555
0.3,0.3,0.65,5.790039,0.089292,0.0125,0.992146,0.106708,0.07118,14.9199,0.5,0.493739,9.8e-05,0.999992,201.0,5.080617,0.123738,0.0125,0.980541,,3.022901,2.674953,7.056,17.352882,18.75,24.0,104.0,128.0,1.562,0.15,3.22,4.85,0.33,0.1,10.415,6.666666666666667
0.3,0.3,0.8,5.886202,0.099577,0.0125,0.990288,0.125413,0.090983,15.560784,0.5,0.5912,0.00032,0.999942,201.0,5.210975,0.144042,0.0125,0.92083,,2.423577,2.579143,6.769,,,,,,1.783,0.13,2.77,7.08,0.32,0.07,13.373,7.692307692307692
0.3,0.3,1.0,5.96102,0.11551,0.0125,0.988424,0.153809,0.118297,16.089305,0.5,0.745256,0.00039,0.999946,201.0,5.393139,0.199111,0.0125,0.780001,,1.807058,1.621552,6.677,,,,,,0.87,0.12,0.2,3.08,0.25,0.13,7.4536,8.333333333333334
0.31,0.1,0.41,6.024987,0.107662,0.0125,0.977119,0.144137,0.11153,16.731606,0.5,0.677246,0.000166,0.999988,201.0,5.641344,0.312731,0.0125,0.916678,,1.509722,1.436002,6.662,62.193652,41.148325,86.0,123.0,209.0,,,,,,,,
0.4,0.05,0.4,5.820387,0.099576,0.0125,0.973979,0.147379,0.11098,13.905886,0.5,1.059148,0.000903,0.999855,201.0,5.525812,0.150244,0.0125,0.98512,,1.758115,1.661514,5.617,35.169705,20.421053,97.0,378.0,475.0,1.451,0.08,0.12,0.13,0.22,0.06,17.408,12.5
0.4,0.1,0.3,5.800788,0.082545,0.0125,0.971103,0.095405,0.055278,12.068138,0.5,0.548486,0.000112,0.999992,201.0,5.34062,0.109206,0.0125,0.995079,,2.578442,2.624736,5.532,,,,,,1.162,0.12,0.9,5.2,0.23,0.1,9.9589,8.333333333333334
0.4,0.1,0.4,5.820387,0.099576,0.0125,0.973979,0.147379,0.11098,13.905886,0.5,1.059148,0.000903,0.999855,201.0,5.430269,0.150244,0.0125,0.98512,,1.758115,1.661514,5.617,35.169705,20.421053,97.0,378.0,475.0,1.807,0.1,0.18,3.23,0.22,0.06,18.074,10.0
0.4,0.1,0.5,6.058122,0.120404,0.0125,0.987301,0.166415,0.129401,12.944216,0.5,1.099451,0.000308,0.999984,201.0,5.683668,0.199721,0.0125,0.988027,,1.244465,1.378026,5.415,,,,,,1.339,0.08,0.12,0.15,0.2,0.06,16.066,12.5
0.4,0.1,0.65,5.52305,0.156763,0.0125,0.993556,0.228911,0.171453,16.279606,0.5,2.893373,0.001623,0.999937,201.0,5.732545,0.328953,0.0125,0.791703,,0.988462,0.956876,5.155,,,,,,3.71,0.08,0.1,0.12,0.18,0.02,44.522,12.5
0.4,0.1,0.8,5.194174,0.401926,0.0125,0.994941,0.285288,0.198801,14.498891,0.5,3.885736,0.000569,0.999996,201.0,5.694388,,,,,0.876266,0.774869,5.044,,,,,,3.537,0.07,0.1,0.1,0.18,0.02,53.061,14.285714285714285
0.4,0.1,1.0,5.593626,0.266718,0.0125,0.996768,0.345682,0.216777,15.706971,0.5,2.675846,0.000889,0.999978,201.0,5.616593,,,,,0.79745,0.81219,4.891,,,,,,6.429,0.07,0.08,0.1,0.17,0.01,96.437,14.285714285714285
0.4,0.2,0.3,5.558592,0.071768,0.0125,0.990312,0.078875,0.036034,11.118287,0.5,0.49595,4.8e-05,0.999998,201.0,4.914994,0.082668,0.0125,0.988136,,4.299174,3.815182,5.59,,,,,,2.119,0.17,2.67,6.28,0.35,0.08,12.717,5.88235294117647
0.4,0.2,0.4,5.686613,0.078146,0.0125,0.989612,0.088747,0.047659,11.457971,0.5,0.5891,0.002924,0.99512,201.0,5.074683,0.111873,0.0125,0.986166,,2.397222,2.373607,5.615,18.197136,13.913043,48.0,297.0,345.0,1.198,0.13,3.35,9.42,0.28,0.11,8.9869,7.692307692307692
0.4,0.2,0.5,5.817499,0.086746,0.0125,0.985402,0.10278,0.064519,11.767268,0.5,0.65413,0.000147,0.99999,201.0,5.243712,0.12274,0.0125,0.996014,,2.088801,2.283668,5.531,,,,,,1.32,0.12,1.47,4.68,0.25,0.09,11.312,8.333333333333334
0.4,0.2,0.65,5.959358,0.100806,0.0125,0.98325,0.129645,0.095374,12.119041,0.5,0.789738,7.2e-05,0.999998,201.0,5.421451,0.152041,0.0125,0.988799,,1.619928,1.754777,5.439,,,,,,1.916,0.1,0.73,3.2,0.2,0.05,19.163,10.0
0.4,0.2,0.8,6.020012,0.119614,0.0125,0.990452,0.164268,0.128357,12.724656,0.5,1.062804,0.000775,0.999894,201.0,5.525449,0.211033,0.0125,0.932546,,1.33706,1.266435,5.225,,,,,,1.777,0.08,0.13,2.57,0.2,0.05,21.319,12.5
0.4,0.2,1.0,6.007441,0.146136,0.0125,0.995066,0.209458,0.160596,13.235378,0.5,1.390806,0.000281,0.999992,201.0,5.657036,0.326879,0.0125,0.694798,,1.026461,0.894256,5.172,,,,,,2.586,0.08,0.12,0.13,0.18,0.03,31.032,12.5
0.4,0.3,0.3,5.470495,0.06517,0.0125,0.988901,0.070531,0.030999,10.619607,0.5,0.491957,0.000137,0.999985,201.0,4.862432,0.083784,0.0125,0.980362,,2.898025,3.098588,5.798,,,,,,1.579,0.17,2.13,6.0,0.45,0.11,9.4732,5.88235294117647
0.4,0.3,0.5,5.651647,0.07597,0.0125,0.992483,0.086506,0.047665,11.107074,0.5,0.59632,0.00027,0.999959,201.0,4.96783,0.0923,0.0125,0.988273,,2.647093,2.477891,5.647,,,,,,1.111,0.15,3.1,4.18,0.6,0.14,7.4056,6.666666666666667
0.4,0.3,0.65,5.778014,0.085336,0.0125,0.988914,0.100515,0.063782,11.585585,0.5,0.668116,0.000338,0.999949,201.0,5.13318,0.118805,0.0125,0.995579,,2.201453,2.588576,5.534,,,,,,1.954,0.12,1.8,4.38,0.28,0.06,16.745,8.333333333333334
0.4,0.3,0.8,5.871976,0.095122,0.0125,0.987839,0.11683,0.080967,11.755998,0.5,0.753,0.000348,0.999957,201.0,5.241891,0.13178,0.0125,0.988363,,1.916333,1.956113,5.486,,,,,,1.626,0.1,1.77,4.02,0.23,0.06,16.256,10.0
0.4,0.3,1.0,5.96213,0.111191,0.0125,0.988593,0.145404,0.110975,12.276964,0.5,0.951556,0.000329,0.999976,201.0,5.366908,0.166824,0.0125,0.900978,,1.606962,1.5933,5.213,,,,,,1.621,0.08,0.17,2.17,0.18,0.05,19.446,12.5
0.5,0.02,0.15,,,,,,,,,,,,,5.260793,0.092853,0.0125,0.99361,,4.558696,5.027533,4.508,13.645485,8.333333,17.0,187.0,204.0,0.92,0.1,1.13,2.13,0.18,0.11,9.2049,10.0
0.5,0.02,0.25,,,,,,,,,,,,,5.80021,0.135496,0.0125,0.99792,,1.909391,1.979737,4.596,42.092308,16.011236,57.0,299.0,356.0,2.016,0.07,0.08,0.1,0.15,0.03,30.234,14.285714285714285
0.5,0.02,0.35,,,,,,,,,,,,,5.653289,0.232192,0.0125,0.997291,,1.227897,1.222969,3.917,146.688078,50.123457,203.0,202.0,405.0,4.026,0.07,0.07,0.08,0.15,0.02,60.395,14.285714285714285
0.5,0.02,0.4,5.856982,0.095523,0.0125,0.953771,0.11764,0.078211,10.254196,0.5,0.855866,0.001473,0.999411,201.0,5.532231,0.196977,0.0125,0.997923,,0.659115,0.701708,4.437,220.540541,70.022883,306.0,131.0,437.0,5.663,0.05,0.07,0.08,0.15,0.01,113.26,20.0
0.5,0.02,0.5,,,,,,,,,,,,,5.251609,0.287325,0.0125,0.927403,,0.732385,0.702216,4.178,288.95116,93.039443,401.0,30.0,431.0,6.456,0.05,0.07,0.08,0.15,0.01,129.12,20.0
0.5,0.02,0.65,5.617142,0.248555,0.0125,0.989719,0.331188,0.212708,12.624793,0.5,3.291808,0.000928,0.999984,201.0,4.933394,,,,,0.743565,0.661546,3.96,350.040098,99.385246,485.0,3.0,488.0,7.053,0.05,0.07,0.07,0.15,0.01,141.06,20.0
0.5,0.04,0.15,,,,,,,,,,,,,5.050413,0.092853,0.0125,0.99361,,4.596115,4.760708,4.508,13.645485,8.333333,17.0,187.0,204.0,1.632,0.22,1.52,5.23,0.53,0.13,7.5335,4.545454545454546
0.5,0.04,0.25,,,,,,,,,,,,,5.61926,0.135496,0.0125,0.99792,,2.573868,2.971152,4.473,42.092308,16.011236,57.0,299.0,356.0,1.056,0.08,0.12,1.82,0.17,0.08,12.676,12.5
0.5,0.04,0.35,,,,,,,,,,,,,5.781795,0.232192,0.0125,0.997291,,1.227897,1.222969,3.917,146.688078,50.123457,203.0,202.0,405.0,1.821,0.07,0.08,0.1,0.15,0.04,27.312,14.285714285714285
0.5,0.04,0.4,5.856982,0.095523,0.0125,0.953771,0.11764,0.078211,10.254196,0.5,0.855866,0.001473,0.999411,201.0,5.807889,0.17923,0.0125,0.996053,,1.177697,1.146144,4.437,220.540541,70.022883,306.0,131.0,437.0,3.008,0.07,0.08,0.08,0.15,0.02,45.114,14.285714285714285
0.5,0.04,0.5,,,,,,,,,,,,,5.714088,0.287325,0.0125,0.927403,,0.732385,0.702216,4.327,288.95116,93.039443,401.0,30.0,431.0,5.389,0.07,0.08,0.08,0.15,0.01,80.841,14.285714285714285
0.5,0.04,0.65,5.617142,0.248555,0.0125,0.989719,0.331188,0.212708,12.624793,0.5,3.291808,0.000928,0.999984,201.0,5.346828,0.384699,0.0125,0.84353,,0.738875,0.645824,4.053,350.040098,99.385246,485.0,3.0,488.0,7.883,0.05,0.07,0.08,0.15,0.01,157.66,20.0
0.5,0.05,0.4,5.856982,0.095523,0.0125,0.953771,0.11764,0.078211,9.93507,0.5,0.855866,0.001473,0.999411,201.0,5.615162,0.17923,0.0125,0.996053,,1.177697,1.146144,4.437,220.540541,70.022883,306.0,131.0,437.0,1.698,0.08,0.1,0.12,0.18,0.05,20.38,12.5
0.5,0.06,0.15,,,,,,,,,,,,,4.968874,0.092853,0.0125,0.99361,,4.596115,4.760708,4.508,13.645485,8.333333,17.0,187.0,204.0,1.228,0.17,1.1,4.43,0.75,0.14,7.3701,5.88235294117647
0.5,0.06,0.25,5.416645,0.071681,0.0125,0.970536,0.078,0.031647,9.332629,0.5,0.438229,0.000231,0.999945,201.0,5.427376,0.086005,0.0125,0.986301,,2.235309,2.695074,4.473,42.092308,16.011236,57.0,299.0,356.0,1.374,0.1,1.05,3.93,0.22,0.07,13.743,10.0
0.5,0.06,0.35,,0.077585,0.0125,0.963763,,,9.611889,0.5,0.632429,0.000175,0.999985,201.0,5.677779,0.125878,0.0125,0.998119,,2.235309,2.695074,3.917,146.688078,50.123457,203.0,202.0,405.0,1.275,0.07,0.1,0.13,0.15,0.05,19.123,14.285714285714285
0.5,0.06,0.4,5.856982,0.095523,0.0125,0.953771,0.11764,0.078211,9.93507,0.5,0.855866,0.001473,0.999411,201.0,5.778004,0.17923,0.0125,0.996053,,1.177697,1.146144,4.437,220.540541,70.022883,306.0,131.0,437.0,2.386,0.07,0.08,0.1,0.15,0.03,35.791,14.285714285714285
0.5,0.06,0.5,6.054672,0.111144,0.0125,0.983427,0.149281,0.115011,10.391803,0.5,1.178902,0.000786,0.999912,201.0,5.792945,0.184183,0.0125,0.998693,,0.732385,0.702216,4.327,288.95116,93.039443,401.0,30.0,431.0,2.492,0.07,0.08,0.08,0.15,0.03,37.378,14.285714285714285
0.5,0.06,0.65,5.617142,0.144624,0.0125,0.993563,0.207763,0.158853,10.928372,0.5,3.291808,0.000928,0.999984,201.0,5.636862,0.320738,0.0125,0.914679,,0.738875,0.645824,4.053,350.040098,99.385246,485.0,3.0,488.0,3.651,0.05,0.07,0.08,0.15,0.01,73.024,20.0
0.5,0.08,0.15,,,,,,,,,,,,,4.892824,0.092853,0.0125,0.99361,,4.596115,4.760708,4.508,3.456,2.272727,3.0,129.0,132.0,2.616,0.22,2.18,5.1,0.62,0.08,12.075,4.545454545454546
0.5,0.08,0.25,5.416645,0.071681,0.0125,0.970536,0.078,0.031647,9.332629,0.5,0.438229,0.000231,0.999945,201.0,5.245326,0.086005,0.0125,0.986301,,2.235309,2.695074,4.473,10.190053,5.384615,14.0,246.0,260.0,1.016,0.12,0.78,2.17,0.43,0.11,8.7089,8.333333333333334
0.5,0.08,0.35,,0.077585,0.0125,0.963763,,,9.611889,0.5,0.632429,0.000175,0.999985,201.0,5.597956,0.125878,0.0125,0.998119,,2.235309,2.695074,4.622,44.480454,18.10089,61.0,276.0,337.0,1.482,0.08,0.12,2.18,0.17,0.06,17.778,12.5
0.5,0.08,0.4,5.856982,0.095523,0.0125,0.953771,0.11764,0.078211,9.93507,0.5,0.855866,0.001473,0.999411,201.0,5.662822,0.17923,0.0125,0.996053,,1.177697,1.146144,4.437,74.588665,28.021978,102.0,262.0,364.0,1.579,0.07,0.1,0.13,0.17,0.04,23.683,14.285714285714285
0.5,0.08,0.5,6.054672,0.111144,0.0125,0.983427,0.149281,0.115011,10.391803,0.5,1.178902,0.000786,0.999912,201.0,5.758548,0.184183,0.0125,0.998693,,0.732385,0.702216,4.327,171.809908,56.45933,236.0,182.0,418.0,1.871,0.07,0.08,0.1,0.15,0.04,28.072,14.285714285714285
0.5,0.08,0.65,5.617142,0.144624,0.0125,0.993563,0.207763,0.158853,10.928372,0.5,3.291808,0.000928,0.999984,201.0,5.744689,0.320738,0.0125,0.914679,,0.738875,0.645824,4.053,278.640001,88.761468,387.0,49.0,436.0,2.655,0.07,0.08,0.08,0.15,0.03,39.832,14.285714285714285
0.5,0.1,0.15,,,,,,,,,,,,,4.817497,0.070775,0.0125,0.982879,,4.983333,4.724979,4.508,4.103032,4.201681,5.0,114.0,119.0,1.686,0.22,2.13,5.32,0.67,0.13,7.7821,4.545454545454546
0.5,0.1,0.2,5.416645,0.071681,0.0125,0.970536,0.078,0.031647,9.332629,0.5,0.438229,0.000231,0.999945,201.0,4.936959,0.086005,0.0125,0.986301,,3.504861,3.440504,4.473,7.256602,4.784689,10.0,199.0,209.0,1.368,0.13,1.28,3.92,0.28,0.1,10.263,7.692307692307692
0.5,0.1,0.25,5.416645,0.071681,0.0125,0.970536,0.078,0.031647,9.332629,0.5,0.438229,0.000231,0.999945,201.0,1.610283,0.086005,0.0125,0.986301,,2.235309,2.695074,4.473,7.256602,4.784689,10.0,199.0,209.0,1.119,0.12,0.65,3.45,0.33,0.1,9.5916,8.333333333333334
0.5,0.1,0.3,5.586189,0.071681,0.0125,0.970536,0.078,0.031647,9.332629,0.5,0.525984,0.000262,0.999951,201.0,5.285922,0.086005,0.0125,0.986301,,2.235309,2.695074,4.473,7.256602,4.784689,10.0,199.0,209.0,1.164,0.1,0.83,5.4,0.62,0.09,11.636,10.0
0.5,0.1,0.35,,0.077585,0.0125,0.963763,,,9.611889,0.5,0.632429,0.000175,0.999985,201.0,1.622117,0.125878,0.0125,0.998119,,2.235309,2.695074,4.622,25.005107,12.014134,34.0,249.0,283.0,1.264,0.08,0.25,1.85,0.37,0.07,15.169,12.5
0.5,0.1,0.4,5.856982,0.095523,0.0125,0.953771,0.11764,0.078211,9.93507,0.5,0.855866,0.001473,0.999411,201.0,5.485826,0.110091,0.0125,0.993487,,1.177697,1.146144,4.437,25.598398,13.027523,71.0,474.0,545.0,1.65,0.08,0.17,3.3,0.17,0.05,19.799,12.5
0.5,0.1,0.4,5.856982,0.095523,0.0125,0.953771,0.11764,0.078211,9.93507,0.5,0.855866,0.001473,0.999411,201.0,5.485826,0.110091,0.0125,0.993487,,1.177697,1.146144,4.437,25.598398,13.027523,71.0,474.0,545.0,0.537,0.07,0.1,0.13,0.15,0.12,8.0508,14.285714285714285
0.5,0.1,0.4,5.856982,0.095523,0.0125,0.953771,0.11764,0.078211,9.93507,0.5,0.855866,0.001473,0.999411,201.0,5.485826,0.110091,0.0125,0.993487,,1.177697,1.146144,4.437,25.598398,13.027523,71.0,474.0,545.0,1.65,0.08,0.17,3.3,0.17,0.05,19.799,12.5
0.5,0.1,0.4,5.856982,0.095523,0.0125,0.953771,0.11764,0.078211,9.93507,0.5,0.855866,0.001473,0.999411,201.0,5.485826,0.110091,0.0125,0.993487,,1.177697,1.146144,4.437,25.598398,13.027523,71.0,474.0,545.0,0.537,0.07,0.1,0.13,0.15,0.12,8.0508,14.285714285714285
0.5,0.1,0.5,6.054672,0.111144,0.0125,0.983427,0.149281,0.115011,10.391803,0.5,1.178902,0.000786,0.999912,201.0,5.68329,0.184183,0.0125,0.998693,,0.944852,1.006251,4.45,87.609005,31.578947,120.0,260.0,380.0,2.161,0.07,0.1,0.12,0.15,0.03,32.418,14.285714285714285
0.5,0.1,0.6,6.053466,0.133793,0.0125,0.991135,0.18976,0.146453,10.686991,0.5,1.593434,0.000897,0.999937,201.0,5.646101,0.206491,0.0125,0.967844,,1.056997,0.866028,4.388,45.203416,20.16129,25.0,99.0,124.0,2.093,0.07,0.1,0.12,0.17,0.03,31.402,14.285714285714285
0.5,0.1,0.65,5.617142,0.144624,0.0125,0.993563,0.207763,0.158853,10.928372,0.5,3.291808,0.000928,0.999984,201.0,5.780264,0.320738,0.0125,0.914679,,1.079264,1.10077,4.053,198.476344,66.747573,275.0,137.0,412.0,2.521,0.07,0.08,0.1,0.15,0.03,37.817,14.285714285714285
0.5,0.1,0.8,5.306338,0.182601,0.0125,0.992536,0.395567,0.223022,13.831919,0.5,4.184973,0.003631,0.99985,201.0,5.716603,0.93775,0.0125,0.662501,,0.728145,0.654418,3.963,,,,,,4.644,0.07,0.08,0.08,0.15,0.01,69.653,14.285714285714285
0.5,0.1,1.0,5.681257,0.240308,0.0125,0.99618,0.325418,0.210117,12.259026,0.5,2.994006,0.00088,0.999983,201.0,5.592305,,,,,0.623842,0.573532,3.902,273.600001,85.972851,380.0,62.0,442.0,5.288,0.05,0.07,0.08,0.15,0.01,105.76,20.0
0.5,0.1,1.0,5.681257,0.240308,0.0125,0.99618,0.325418,0.210117,12.259026,0.5,2.994006,0.00088,0.999983,201.0,5.592305,,,,,0.623842,0.573532,3.902,273.600001,85.972851,380.0,62.0,442.0,6.08,0.05,0.07,0.08,0.15,0.01,121.6,20.0
0.5,0.1,1.0,5.681257,0.240308,0.0125,0.99618,0.325418,0.210117,12.259026,0.5,2.994006,0.00088,0.999983,201.0,5.592305,,,,,0.623842,0.573532,3.902,273.600001,85.972851,380.0,62.0,442.0,5.288,0.05,0.07,0.08,0.15,0.01,105.76,20.0
0.5,0.1,1.0,5.681257,0.240308,0.0125,0.99618,0.325418,0.210117,12.259026,0.5,2.994006,0.00088,0.999983,201.0,5.592305,,,,,0.623842,0.573532,3.902,273.600001,85.972851,380.0,62.0,442.0,6.08,0.05,0.07,0.08,0.15,0.01,121.6,20.0
0.5,0.1,3.0,,,,,,,,,,,,,4.935405,,,,,0.476237,0.412737,3.425,,,,,,10.902,0.05,0.07,0.07,0.13,0.0,218.05,20.0
0.5,0.1,5.0,,,,,,,,,,,,,4.939153,,,,,0.419481,0.410242,3.328,,,,,,14.355,0.05,0.07,0.07,0.13,0.0,287.11,20.0
0.5,0.1,10.0,,,,,,,,,,,,,4.264004,,,,,0.689253,2.599966,2.963,,,,,,199.808,0.05,0.07,0.07,0.13,0.0,3996.2,20.0
0.5,0.15,0.15,,,,,,,,,,,,,4.744717,0.070775,0.0125,0.982879,,4.983333,4.724979,4.688,1.745031,1.818182,2.0,108.0,110.0,1.249,0.18,5.92,9.3,0.6,0.15,6.8146,5.555555555555555
0.5,0.15,0.25,5.416645,0.071681,0.0125,0.970536,0.078,0.031647,9.332629,0.5,0.438229,0.000231,0.999945,201.0,4.922778,0.086005,0.0125,0.986301,,2.235309,2.695074,4.659,11.368421,8.0,6.0,69.0,75.0,2.237,0.17,1.02,6.4,0.65,0.07,13.421,5.88235294117647
0.5,0.15,0.35,,0.077585,0.0125,0.963763,,,9.611889,0.5,0.632429,0.000175,0.999985,201.0,5.161934,0.125878,0.0125,0.998119,,2.235309,2.695074,4.622,6.906843,4.368932,9.0,197.0,206.0,1.431,0.1,1.22,5.6,0.43,0.07,14.314,10.0
0.5,0.15,0.4,5.961209,0.09292,0.0125,0.970422,0.114147,0.077717,9.93507,0.5,0.905186,0.000413,0.999959,201.0,5.302578,0.110091,0.0125,0.993487,,1.531835,1.706934,4.65,14.478056,8.214286,23.0,257.0,280.0,1.37,0.1,0.67,3.88,0.42,0.07,13.704,10.0
0.5,0.15,0.5,6.054672,0.111144,0.0125,0.983427,0.149281,0.115011,10.391803,0.5,1.178902,0.000786,0.999912,201.0,5.441318,0.184183,0.0125,0.998693,,1.109028,1.222042,4.45,19.893574,8.653846,27.0,285.0,312.0,1.506,0.08,0.35,2.8,0.17,0.06,18.073,12.5
0.5,0.15,0.65,6.024185,0.144624,0.0125,0.993563,0.207763,0.158853,10.928372,0.5,1.794247,0.001246,0.999904,201.0,5.583765,0.320738,0.0125,0.914679,,1.079264,1.10077,4.304,91.230893,33.870968,126.0,246.0,372.0,1.77,0.07,0.1,0.12,0.15,0.04,26.548,14.285714285714285
0.5,0.2,0.15,,,,,,,,,,,,,4.766478,0.069041,0.0125,0.990126,,3.083813,2.942573,4.732,9.52381,7.236842,11.0,141.0,152.0,1.984,0.17,4.67,7.83,0.67,0.08,11.907,5.88235294117647
0.5,0.2,0.25,5.512415,0.068701,0.0125,0.986063,0.074083,0.028819,8.88922,0.5,0.55711,0.000176,0.99998,201.0,4.859784,0.086101,0.0125,0.990947,,3.26993,3.662267,4.652,4.609475,3.289474,5.0,147.0,152.0,1.985,0.15,1.32,9.18,0.58,0.08,13.231,6.666666666666667
0.5,0.2,0.3,5.512415,0.068701,0.0125,0.986063,0.074083,0.028819,8.88922,0.5,0.55711,0.000176,0.99998,201.0,4.971778,0.086101,0.0125,0.990947,,3.26993,3.662267,4.652,4.609475,3.289474,5.0,147.0,152.0,0.846,0.12,1.72,5.93,0.3,0.14,7.2505,8.333333333333334
0.5,0.2,0.35,5.512415,0.068701,0.0125,0.986063,0.074083,0.028819,8.88922,0.5,0.55711,0.000176,0.99998,201.0,5.015595,0.086101,0.0125,0.990947,,2.42041,2.68053,4.568,6.248644,4.188482,8.0,183.0,191.0,1.109,0.12,0.78,3.37,0.55,0.11,9.5075,8.333333333333334
0.5,0.2,0.4,5.659014,0.075126,0.0125,0.986983,0.083966,0.040914,8.979847,0.5,0.65708,0.001005,0.999534,201.0,5.084653,0.109328,0.0125,0.989729,,2.426996,2.643125,4.662,7.698888,5.235602,10.0,181.0,191.0,1.259,0.12,2.47,5.67,0.52,0.09,10.79,8.333333333333334
0.5,0.2,0.4,5.659014,0.075126,0.0125,0.986983,0.083966,0.040914,8.979847,0.5,0.65708,0.001005,0.999534,201.0,5.084653,0.109328,0.0125,0.989729,,2.426996,2.643125,4.662,7.698888,5.235602,10.0,181.0,191.0,1.493,0.1,1.27,5.07,0.33,0.07,14.935,10.0
0.5,0.2,0.4,5.659014,0.075126,0.0125,0.986983,0.083966,0.040914,8.979847,0.5,0.65708,0.001005,0.999534,201.0,5.084653,0.109328,0.0125,0.989729,,2.426996,2.643125,4.662,7.698888,5.235602,10.0,181.0,191.0,1.259,0.12,2.47,5.67,0.52,0.09,10.79,8.333333333333334
