# Confinement Reference Dataset - Active Polymer N=40
#
# Reference base: H_conf (Shannon entropy in confinement, cavity only)
# All other observables fuzzy-matched with tolerance=0.05 on (Pe, T, kappa)
#
# Use this dataset when correlating confinement observables or mixed observables
# with emphasis on confinement data completeness.
#
# Columns:
# - Pe, T, kappa: simulation parameters (dimensionless)
# - H_free: Shannon entropy in free space
# - lp_free: Persistence length from averaged correlation (normalized)
# - lp_free_individual: Mean of individual polymer persistence lengths (normalized)
# - tau_decorr_free: End-to-end vector decorrelation time in free space (minutes)
# - D_long: Long-time diffusion coefficient in free space (mm²/s)
# - H_conf: Shannon entropy in confinement, CAVITY ONLY (REFERENCE BASE)
# - lp_conf: Persistence length from averaged correlation in confinement (normalized)
# - lp_conf_individual: Mean of individual polymer persistence lengths in confinement (normalized)
# - ttrap: Mean trapping time in cavity (minutes)
# - tau_decorr_cavity: E2E decorrelation time in cavity ONLY (minutes)
#
# Rotational number analysis (τ_trans = min(τ_15, τ_0) for robust estimation):
# - N_rot: Rotational number = τ_rot / τ_trans
# - tau_trans: Actual saturation time used = min(τ_15, τ_0) (minutes)
# - R2_trans: Actual surface visited at τ_trans (= 15 if τ_15, = MSD_max if τ_0)
# - tau_rot: Rotational timescale = 1/D_r (minutes)
#
Pe,T,kappa,H_free,lp_free,lp_free_error,lp_free_R2,lp_free_individual,lp_free_individual_std,tau_decorr_free,tau_decorr_free_error,D_long,D_long_error,D_long_R2,D_long_n_points,H_conf,lp_conf,lp_conf_error,lp_conf_R2,lp_conf_individual,ttrap,ttrap_std,tau_decorr_cavity,transloc_rate_per_hour,transloc_success_rate,transloc_n_success,transloc_n_attempts,transloc_total_events,N_rot,tau_trans,R2_trans,tau_rot
0.300000,0.200000,0.150000,5.344179,0.060517,0.012500,0.969644,0.063768,0.027316,0.276586,0.008333,0.428770,0.001215,0.998406,201.000000,4.728175,0.083986,0.012500,0.981908,,5.329670,5.436817,0.106619,3.984064,5.617978,5.000000,84.000000,89.000000,,,,
0.300000,0.200000,0.250000,5.471377,0.074537,0.012500,0.992368,0.082840,0.038847,0.307472,0.008333,0.353003,0.000892,0.998730,201.000000,4.866167,0.089716,0.012500,0.990357,"(0.07119770727614379, 0.029351014558417675)",4.388030,4.443417,0.108654,2.955665,3.571429,4.000000,108.000000,112.000000,,,,
0.300000,0.200000,0.300000,5.575377,0.074537,0.012500,0.992368,0.082840,0.038847,0.242783,0.008333,0.365735,0.000099,0.999985,201.000000,4.915053,0.089716,0.012500,0.990357,"(0.07119770727614379, 0.029351014558417675)",4.388030,4.443417,0.108654,2.955665,3.571429,4.000000,108.000000,112.000000,,,,
0.300000,0.200000,0.350000,5.575377,0.074537,0.012500,0.992368,0.082840,0.038847,0.242783,0.008333,0.365735,0.000099,0.999985,201.000000,5.046060,0.089716,0.012500,0.990357,"(0.07119770727614379, 0.029351014558417675)",4.388030,4.443417,0.108654,5.436893,5.645161,7.000000,117.000000,124.000000,,,,
0.300000,0.200000,0.400000,5.640767,0.084048,0.012500,0.991246,0.095808,0.057716,0.250920,0.008333,0.385017,0.000324,0.999859,201.000000,5.067196,0.115955,0.012500,0.996667,,3.280191,3.591825,0.115437,8.524745,7.936508,10.000000,116.000000,126.000000,,,,
0.300000,0.200000,0.500000,5.837740,0.091131,0.012500,0.983967,0.110682,0.075108,0.261624,0.008333,0.492153,0.000255,0.999947,201.000000,5.213212,0.138340,0.012500,0.983477,,2.980840,3.301499,0.120223,14.760148,16.000000,20.000000,105.000000,125.000000,,,,
0.300000,0.200000,0.650000,5.966992,0.106185,0.012500,0.983453,0.139745,0.106170,0.272542,0.008333,0.679617,0.000256,0.999972,201.000000,5.365681,0.163392,0.012500,0.882942,,2.118288,2.170302,0.138121,28.032787,21.111111,38.000000,142.000000,180.000000,,,,
0.300000,0.200000,0.800000,6.017321,0.125520,0.012500,0.991497,0.175490,0.136743,0.280572,0.008333,0.834840,0.000316,0.999971,201.000000,5.514676,0.213473,0.012500,0.784869,"(0.1176883113033907, 0.07818034614575671)",1.595388,1.821975,0.158602,,,,,,0.305000,0.180000,15.000000,0.060000
0.300000,0.200000,1.000000,5.982395,0.154990,0.012500,0.996222,0.223067,0.169196,0.295346,0.008333,1.152332,0.000806,0.999903,201.000000,5.595615,0.298609,0.012500,0.642319,"(0.13328617087710395, 0.08817661636532922)",1.412815,1.354218,0.153356,,,,,,0.269000,0.150000,15.000000,0.040000
0.300000,0.300000,0.150000,,,,,,,,,,,,,4.743388,0.071894,0.012500,0.967402,,4.016239,4.229952,0.108892,5.866775,6.504065,8.000000,115.000000,123.000000,,,,
0.300000,0.300000,0.250000,5.496726,0.067750,0.012500,0.987723,0.074066,0.034530,0.230875,0.008333,0.387884,0.000250,0.999917,201.000000,4.763944,0.082927,0.012500,0.978777,"(0.06290350525407953, 0.02250626140090897)",3.929508,4.193234,0.107465,9.739854,11.711712,13.000000,98.000000,111.000000,,,,
0.300000,0.300000,0.300000,5.496726,0.067750,0.012500,0.987723,0.074066,0.034530,0.230875,0.008333,0.387884,0.000250,0.999917,201.000000,4.783190,0.082927,0.012500,0.978777,"(0.06290350525407953, 0.02250626140090897)",4.307321,4.395464,0.107465,9.739854,11.711712,13.000000,98.000000,111.000000,,,,
0.300000,0.300000,0.350000,5.496726,0.067750,0.012500,0.987723,0.074066,0.034530,0.230875,0.008333,0.387884,0.000250,0.999917,201.000000,4.817802,0.082927,0.012500,0.978777,"(0.06290350525407953, 0.02250626140090897)",4.307321,4.395464,0.107465,7.550336,9.259259,10.000000,98.000000,108.000000,,,,
0.300000,0.300000,0.400000,5.580282,0.072993,0.012500,0.991295,0.081820,0.042671,0.237655,0.008333,0.386603,0.000082,0.999991,201.000000,4.900756,0.095146,0.012500,0.983516,,3.459033,3.843273,0.114112,12.136536,12.307692,16.000000,114.000000,130.000000,,,,
0.300000,0.300000,0.500000,5.666515,0.079442,0.012500,0.990270,0.090999,0.053259,0.241775,0.008333,0.444839,0.000035,0.999999,201.000000,4.950019,0.097834,0.012500,0.988941,,3.832533,3.386876,0.112332,10.193858,10.236220,13.000000,114.000000,127.000000,,,,
0.300000,0.300000,0.650000,5.790039,0.089292,0.012500,0.992146,0.106708,0.071180,0.248665,0.008333,0.493739,0.000098,0.999992,201.000000,5.080617,0.123738,0.012500,0.980541,,3.022901,2.674953,0.116617,17.352882,18.750000,24.000000,104.000000,128.000000,,,,
0.300000,0.300000,0.800000,5.886202,0.099577,0.012500,0.990288,0.125413,0.090983,0.259346,0.008333,0.591200,0.000320,0.999942,201.000000,5.210975,0.144042,0.012500,0.920830,"(0.09033116416139622, 0.05074113328553216)",2.423577,2.579143,0.124048,,,,,,,,,
0.300000,0.300000,1.000000,5.961020,0.115510,0.012500,0.988424,0.153809,0.118297,0.268155,0.008333,0.745256,0.000390,0.999946,201.000000,5.393139,0.199111,0.012500,0.780001,"(0.10648493634330147, 0.06799805690005224)",1.807058,1.621552,0.133708,,,,,,,,,
0.310000,0.097000,0.414000,6.024987,0.107662,0.012500,0.977119,0.144137,0.111530,,,0.677246,0.000166,0.999988,201.000000,5.641344,0.312731,0.012500,0.916678,"(0.11257169521536717, 0.07224054289056729)",1.509722,1.436002,0.142172,62.193652,41.148325,86.000000,123.000000,209.000000,0.259000,0.150000,15.000000,0.040000
0.400000,0.050000,0.400000,5.820387,0.099576,0.012500,0.973979,0.147379,0.110980,0.231765,0.008333,1.059148,0.000903,0.999855,201.000000,5.525812,0.150244,0.012500,0.985120,"(0.11149741534625397, 0.07563724784793537)",1.758115,1.661514,0.104000,35.169705,20.421053,97.000000,378.000000,475.000000,0.281000,0.130000,15.000000,0.040000
0.400000,0.100000,0.300000,5.800788,0.082545,0.012500,0.971103,0.095405,0.055278,0.201136,0.008333,0.548486,0.000112,0.999992,201.000000,5.340620,0.109206,0.012500,0.995079,"(0.08231240729443363, 0.040163731842890536)",2.578442,2.624736,0.085020,,,,,,,,,
0.400000,0.100000,0.400000,5.820387,0.099576,0.012500,0.973979,0.147379,0.110980,0.231765,0.008333,1.059148,0.000903,0.999855,201.000000,5.430269,0.150244,0.012500,0.985120,"(0.11149741534625397, 0.07563724784793537)",1.758115,1.661514,0.104000,35.169705,20.421053,97.000000,378.000000,475.000000,0.281000,0.130000,15.000000,0.040000
0.400000,0.100000,0.500000,6.058122,0.120404,0.012500,0.987301,0.166415,0.129401,0.215737,0.008333,1.099451,0.000308,0.999984,201.000000,5.683668,0.199721,0.012500,0.988027,"(0.11798866781951124, 0.07242955315937138)",1.244465,1.378026,0.116164,,,,,,0.287000,0.130000,15.000000,0.040000
0.400000,0.100000,0.650000,5.523050,0.156763,0.012500,0.993556,0.228911,0.171453,0.271327,0.008333,2.893373,0.001623,0.999937,201.000000,5.732545,0.328953,0.012500,0.791703,"(0.14357925823187076, 0.09851884384181499)",0.988462,0.956876,0.123443,,,,,,0.266000,0.100000,15.000000,0.030000
0.400000,0.100000,0.800000,5.194174,0.401926,0.012500,0.994941,0.285288,0.198801,0.241648,0.008333,3.885736,0.000569,0.999996,201.000000,5.694388,,,,"(0.16540292588158673, 0.11432449739467793)",0.876266,0.774869,0.133156,,,,,,0.196000,0.100000,15.000000,0.020000
0.400000,0.100000,1.000000,5.593626,0.266718,0.012500,0.996768,0.345682,0.216777,0.261783,0.008333,2.675846,0.000889,0.999978,201.000000,5.616593,,,,"(0.18317290692486288, 0.1284106312500238)",0.797450,0.812190,0.136283,,,,,,0.118000,0.100000,15.000000,0.010000
0.400000,0.200000,0.300000,5.558592,0.071768,0.012500,0.990312,0.078875,0.036034,0.185305,0.008333,0.495950,0.000048,0.999998,201.000000,4.914994,0.082668,0.012500,0.988136,"(0.06702752537225821, 0.021470530330787375)",4.299174,3.815182,0.083744,,,,,,,,,
0.400000,0.200000,0.400000,5.686613,0.078146,0.012500,0.989612,0.088747,0.047659,0.190966,0.008333,0.589100,0.002924,0.995120,201.000000,5.074683,0.111873,0.012500,0.986166,"(0.0732683198797964, 0.03235278809018344)",2.397222,2.373607,0.091158,18.197136,13.913043,48.000000,297.000000,345.000000,,,,
0.400000,0.200000,0.500000,5.817499,0.086746,0.012500,0.985402,0.102780,0.064519,0.196121,0.008333,0.654130,0.000147,0.999990,201.000000,5.243712,0.122740,0.012500,0.996014,"(0.08361304963911793, 0.04049593045567406)",2.088801,2.283668,0.095708,,,,,,,,,
0.400000,0.200000,0.650000,5.959358,0.100806,0.012500,0.983250,0.129645,0.095374,0.201984,0.008333,0.789738,0.000072,0.999998,201.000000,5.421451,0.152041,0.012500,0.988799,"(0.09645797220493289, 0.052814960124380514)",1.619928,1.754777,0.100523,,,,,,,,,
0.400000,0.200000,0.800000,6.020012,0.119614,0.012500,0.990452,0.164268,0.128357,0.212078,0.008333,1.062804,0.000775,0.999894,201.000000,5.525449,0.211033,0.012500,0.932546,"(0.1105080651641456, 0.0671552268733066)",1.337060,1.266435,0.103847,,,,,,0.277000,0.150000,15.000000,0.040000
0.400000,0.200000,1.000000,6.007441,0.146136,0.012500,0.995066,0.209458,0.160596,0.220590,0.008333,1.390806,0.000281,0.999992,201.000000,5.657036,0.326879,0.012500,0.694798,"(0.13298597410158888, 0.09196977804112219)",1.026461,0.894256,0.118198,,,,,,0.278000,0.120000,15.000000,0.030000
0.400000,0.300000,0.300000,5.470495,0.065170,0.012500,0.988901,0.070531,0.030999,0.176993,0.008333,0.491957,0.000137,0.999985,201.000000,4.862432,0.083784,0.012500,0.980362,"(0.06028875049161038, 0.01950765966889654)",2.898025,3.098588,0.092555,,,,,,,,,
0.400000,0.300000,0.500000,5.651647,0.075970,0.012500,0.992483,0.086506,0.047665,0.185118,0.008333,0.596320,0.000270,0.999959,201.000000,4.967830,0.092300,0.012500,0.988273,"(0.06970145925025709, 0.02312847596236007)",2.647093,2.477891,0.089345,,,,,,,,,
0.400000,0.300000,0.650000,5.778014,0.085336,0.012500,0.988914,0.100515,0.063782,0.193093,0.008333,0.668116,0.000338,0.999949,201.000000,5.133180,0.118805,0.012500,0.995579,"(0.07891293732423284, 0.03806455494772072)",2.201453,2.588576,0.093682,,,,,,,,,
0.400000,0.300000,0.800000,5.871976,0.095122,0.012500,0.987839,0.116830,0.080967,0.195933,0.008333,0.753000,0.000348,0.999957,201.000000,5.241891,0.131780,0.012500,0.988363,"(0.08730860535692185, 0.045070649584356116)",1.916333,1.956113,0.094288,,,,,,,,,
0.400000,0.300000,1.000000,5.962130,0.111191,0.012500,0.988593,0.145404,0.110975,0.204616,0.008333,0.951556,0.000329,0.999976,201.000000,5.366908,0.166824,0.012500,0.900978,"(0.10181717495933386, 0.06056101594479833)",1.606962,1.593300,0.099375,,,,,,,,,
0.500000,0.020000,0.150000,,,,,,,,,,,,,5.260793,0.092853,0.012500,0.993610,,4.558696,5.027533,0.060184,13.645485,8.333333,17.000000,187.000000,204.000000,,,,
0.500000,0.020000,0.250000,,,,,,,,,,,,,5.800210,0.135496,0.012500,0.997920,,1.909391,1.979737,0.083611,42.092308,16.011236,57.000000,299.000000,356.000000,0.281000,0.080000,15.000000,0.020000
0.500000,0.020000,0.350000,,,,,,,,,,,,,5.653289,0.232192,0.012500,0.997291,,1.227897,1.222969,0.091315,146.688078,50.123457,203.000000,202.000000,405.000000,0.167000,0.080000,15.000000,0.010000
0.500000,0.020000,0.400000,5.856982,0.095523,0.012500,0.953771,0.117640,0.078211,0.170903,0.008333,0.855866,0.001473,0.999411,201.000000,5.532231,0.196977,0.012500,0.997923,"(0.1001402720526909, 0.05754870442594045)",0.659115,0.701708,0.082065,220.540541,70.022883,306.000000,131.000000,437.000000,0.311000,0.120000,15.000000,0.040000
0.500000,0.020000,0.500000,,,,,,,,,,,,,5.251609,0.287325,0.012500,0.927403,,0.732385,0.702216,0.089144,288.951160,93.039443,401.000000,30.000000,431.000000,0.104000,0.070000,15.000000,0.010000
0.500000,0.020000,0.650000,5.617142,0.248555,0.012500,0.989719,0.331188,0.212708,0.210413,0.008333,3.291808,0.000928,0.999984,201.000000,4.933394,,,,,0.743565,0.661546,0.090222,350.040098,99.385246,485.000000,3.000000,488.000000,0.104000,0.070000,15.000000,0.010000
0.500000,0.040000,0.150000,,,,,,,,,,,,,5.050413,0.092853,0.012500,0.993610,,4.596115,4.760708,0.060184,13.645485,8.333333,17.000000,187.000000,204.000000,,,,
0.500000,0.040000,0.250000,,,,,,,,,,,,,5.619260,0.135496,0.012500,0.997920,,2.573868,2.971152,0.083611,42.092308,16.011236,57.000000,299.000000,356.000000,0.281000,0.080000,15.000000,0.020000
0.500000,0.040000,0.350000,,,,,,,,,,,,,5.781795,0.232192,0.012500,0.997291,,1.227897,1.222969,0.091315,146.688078,50.123457,203.000000,202.000000,405.000000,0.167000,0.080000,15.000000,0.010000
0.500000,0.040000,0.400000,5.856982,0.095523,0.012500,0.953771,0.117640,0.078211,0.170903,0.008333,0.855866,0.001473,0.999411,201.000000,5.807889,0.179230,0.012500,0.996053,"(0.1001402720526909, 0.05754870442594045)",1.177697,1.146144,0.082065,220.540541,70.022883,306.000000,131.000000,437.000000,0.311000,0.120000,15.000000,0.040000
0.500000,0.040000,0.500000,,,,,,,,,,,,,5.714088,0.287325,0.012500,0.927403,,0.732385,0.702216,0.089144,288.951160,93.039443,401.000000,30.000000,431.000000,0.104000,0.070000,15.000000,0.010000
0.500000,0.040000,0.650000,5.617142,0.248555,0.012500,0.989719,0.331188,0.212708,0.210413,0.008333,3.291808,0.000928,0.999984,201.000000,5.346828,0.384699,0.012500,0.843530,,0.738875,0.645824,0.090222,350.040098,99.385246,485.000000,3.000000,488.000000,0.104000,0.070000,15.000000,0.010000
0.500000,0.050000,0.400000,5.856982,0.095523,0.012500,0.953771,0.117640,0.078211,0.170903,0.008333,0.855866,0.001473,0.999411,201.000000,5.615162,0.179230,0.012500,0.996053,"(0.1001402720526909, 0.05754870442594045)",1.177697,1.146144,0.064362,220.540541,70.022883,306.000000,131.000000,437.000000,0.311000,0.120000,15.000000,0.040000
0.500000,0.060000,0.150000,,,,,,,,,,,,,4.968874,0.092853,0.012500,0.993610,,4.596115,4.760708,0.060184,13.645485,8.333333,17.000000,187.000000,204.000000,,,,
0.500000,0.060000,0.250000,5.416645,0.071681,0.012500,0.970536,0.078000,0.031647,0.155544,0.008333,0.438229,0.000231,0.999945,201.000000,5.427376,0.086005,0.012500,0.986301,"(0.07773526883354472, 0.0322786736455166)",2.235309,2.695074,0.064583,42.092308,16.011236,57.000000,299.000000,356.000000,0.281000,0.080000,15.000000,0.020000
0.500000,0.060000,0.350000,,0.077585,0.012500,0.963763,,,9.611889,0.500000,0.632429,0.000175,0.999985,201.000000,5.677779,0.125878,0.012500,0.998119,"(0.07773526883354472, 0.0322786736455166)",2.235309,2.695074,0.072219,146.688078,50.123457,203.000000,202.000000,405.000000,0.167000,0.080000,15.000000,0.010000
0.500000,0.060000,0.400000,5.856982,0.095523,0.012500,0.953771,0.117640,0.078211,0.170903,0.008333,0.855866,0.001473,0.999411,201.000000,5.778004,0.179230,0.012500,0.996053,"(0.1001402720526909, 0.05754870442594045)",1.177697,1.146144,0.064362,220.540541,70.022883,306.000000,131.000000,437.000000,0.311000,0.120000,15.000000,0.040000
0.500000,0.060000,0.500000,6.054672,0.111144,0.012500,0.983427,0.149281,0.115011,0.173197,0.008333,1.178902,0.000786,0.999912,201.000000,5.792945,0.184183,0.012500,0.998693,,0.732385,0.702216,0.081476,288.951160,93.039443,401.000000,30.000000,431.000000,0.104000,0.070000,15.000000,0.010000
0.500000,0.060000,0.650000,5.617142,0.144624,0.012500,0.993563,0.207763,0.158853,0.182140,0.008333,3.291808,0.000928,0.999984,201.000000,5.636862,0.320738,0.012500,0.914679,,0.738875,0.645824,0.090222,350.040098,99.385246,485.000000,3.000000,488.000000,0.104000,0.070000,15.000000,0.010000
0.500000,0.080000,0.150000,,,,,,,,,,,,,4.892824,0.092853,0.012500,0.993610,,4.596115,4.760708,0.060184,3.456000,2.272727,3.000000,129.000000,132.000000,,,,
0.500000,0.080000,0.250000,5.416645,0.071681,0.012500,0.970536,0.078000,0.031647,0.155544,0.008333,0.438229,0.000231,0.999945,201.000000,5.245326,0.086005,0.012500,0.986301,"(0.07773526883354472, 0.0322786736455166)",2.235309,2.695074,0.064583,10.190053,5.384615,14.000000,246.000000,260.000000,0.352000,0.130000,15.000000,0.050000
0.500000,0.080000,0.350000,,0.077585,0.012500,0.963763,,,9.611889,0.500000,0.632429,0.000175,0.999985,201.000000,5.597956,0.125878,0.012500,0.998119,"(0.07773526883354472, 0.0322786736455166)",2.235309,2.695074,0.072219,44.480454,18.100890,61.000000,276.000000,337.000000,0.281000,0.080000,15.000000,0.020000
0.500000,0.080000,0.400000,5.856982,0.095523,0.012500,0.953771,0.117640,0.078211,0.170903,0.008333,0.855866,0.001473,0.999411,201.000000,5.662822,0.179230,0.012500,0.996053,"(0.1001402720526909, 0.05754870442594045)",1.177697,1.146144,0.064362,74.588665,28.021978,102.000000,262.000000,364.000000,0.311000,0.120000,15.000000,0.040000
0.500000,0.080000,0.500000,6.054672,0.111144,0.012500,0.983427,0.149281,0.115011,0.173197,0.008333,1.178902,0.000786,0.999912,201.000000,5.758548,0.184183,0.012500,0.998693,,0.732385,0.702216,0.081476,171.809908,56.459330,236.000000,182.000000,418.000000,0.135000,0.080000,15.000000,0.010000
0.500000,0.080000,0.650000,5.617142,0.144624,0.012500,0.993563,0.207763,0.158853,0.182140,0.008333,3.291808,0.000928,0.999984,201.000000,5.744689,0.320738,0.012500,0.914679,,0.738875,0.645824,0.090222,278.640001,88.761468,387.000000,49.000000,436.000000,0.082000,0.070000,15.000000,0.010000
0.500000,0.100000,0.150000,,,,,,,,,,,,,4.817497,0.070775,0.012500,0.982879,,4.983333,4.724979,0.065153,4.103032,4.201681,5.000000,114.000000,119.000000,,,,
0.500000,0.100000,0.200000,5.416645,0.071681,0.012500,0.970536,0.078000,0.031647,0.155544,0.008333,0.438229,0.000231,0.999945,201.000000,4.936959,0.086005,0.012500,0.986301,"(0.06343169549678337, 0.022371785583115342)",3.504861,3.440504,0.064583,7.256602,4.784689,10.000000,199.000000,209.000000,,,,
0.500000,0.100000,0.250000,5.416645,0.071681,0.012500,0.970536,0.078000,0.031647,0.155544,0.008333,0.438229,0.000231,0.999945,201.000000,1.610283,0.086005,0.012500,0.986301,"(0.07773526883354472, 0.0322786736455166)",2.235309,2.695074,0.064583,7.256602,4.784689,10.000000,199.000000,209.000000,,,,
0.500000,0.100000,0.300000,5.586189,0.071681,0.012500,0.970536,0.078000,0.031647,0.155544,0.008333,0.525984,0.000262,0.999951,201.000000,5.285922,0.086005,0.012500,0.986301,"(0.07773526883354472, 0.0322786736455166)",2.235309,2.695074,0.072219,7.256602,4.784689,10.000000,199.000000,209.000000,0.308000,0.120000,15.000000,0.040000
0.500000,0.100000,0.350000,,0.077585,0.012500,0.963763,,,9.611889,0.500000,0.632429,0.000175,0.999985,201.000000,1.622117,0.125878,0.012500,0.998119,"(0.07773526883354472, 0.0322786736455166)",2.235309,2.695074,0.072219,25.005107,12.014134,34.000000,249.000000,283.000000,0.308000,0.120000,15.000000,0.040000
0.500000,0.100000,0.400000,5.856982,0.095523,0.012500,0.953771,0.117640,0.078211,0.170903,0.008333,0.855866,0.001473,0.999411,201.000000,5.485826,0.110091,0.012500,0.993487,"(0.1001402720526909, 0.05754870442594045)",1.177697,1.146144,0.064362,25.598398,13.027523,71.000000,474.000000,545.000000,0.311000,0.120000,15.000000,0.040000
0.500000,0.100000,0.500000,6.054672,0.111144,0.012500,0.983427,0.149281,0.115011,0.173197,0.008333,1.178902,0.000786,0.999912,201.000000,5.683290,0.184183,0.012500,0.998693,,0.944852,1.006251,0.081476,87.609005,31.578947,120.000000,260.000000,380.000000,0.268000,0.080000,15.000000,0.020000
0.500000,0.100000,0.600000,6.053466,0.133793,0.012500,0.991135,0.189760,0.146453,0.178117,0.008333,1.593434,0.000897,0.999937,201.000000,5.646101,0.206491,0.012500,0.967844,"(0.11223085668790939, 0.07219843648472489)",1.056997,0.866028,0.075156,45.203416,20.161290,25.000000,99.000000,124.000000,0.277000,0.120000,15.000000,0.030000
0.500000,0.100000,0.650000,5.617142,0.144624,0.012500,0.993563,0.207763,0.158853,0.182140,0.008333,3.291808,0.000928,0.999984,201.000000,5.780264,0.320738,0.012500,0.914679,,1.079264,1.100770,0.090222,198.476344,66.747573,275.000000,137.000000,412.000000,0.142000,0.080000,15.000000,0.010000
0.500000,0.100000,0.800000,5.306338,0.182601,0.012500,0.992536,0.395567,0.223022,0.230532,0.008333,4.184973,0.003631,0.999850,201.000000,5.716603,0.937750,0.012500,0.662501,"(0.1620742478484635, 0.1097544790765478)",0.728145,0.654418,0.097920,,,,,,0.168000,0.080000,15.000000,0.010000
0.500000,0.100000,1.000000,5.681257,0.240308,0.012500,0.996180,0.325418,0.210117,0.204317,0.008333,2.994006,0.000880,0.999983,201.000000,5.592305,,,,"(0.18064770622113746, 0.12222418352177569)",0.623842,0.573532,0.098981,273.600001,85.972851,380.000000,62.000000,442.000000,0.093000,0.080000,15.000000,0.010000
0.500000,0.100000,3.000000,,,,,,,,,,,,,4.935405,,,,,0.476237,0.412737,0.132477,,,,,,0.026000,0.070000,15.000000,0.000000
0.500000,0.100000,5.000000,,,,,,,,,,,,,4.939153,,,,,0.419481,0.410242,0.237360,,,,,,0.022000,0.070000,15.000000,0.000000
0.500000,0.100000,10.000000,,,,,,,,,,,,,4.264004,,,,,0.689253,2.599966,0.242115,,,,,,0.004000,0.070000,15.000000,0.000000
0.500000,0.150000,0.150000,,,,,,,,,,,,,4.744717,0.070775,0.012500,0.982879,,4.983333,4.724979,0.065153,1.745031,1.818182,2.000000,108.000000,110.000000,,,,
0.500000,0.150000,0.250000,5.416645,0.071681,0.012500,0.970536,0.078000,0.031647,0.155544,0.008333,0.438229,0.000231,0.999945,201.000000,4.922778,0.086005,0.012500,0.986301,"(0.07773526883354472, 0.0322786736455166)",2.235309,2.695074,0.064583,11.368421,8.000000,6.000000,69.000000,75.000000,,,,
0.500000,0.150000,0.350000,,0.077585,0.012500,0.963763,,,9.611889,0.500000,0.632429,0.000175,0.999985,201.000000,5.161934,0.125878,0.012500,0.998119,"(0.07773526883354472, 0.0322786736455166)",2.235309,2.695074,0.072219,6.906843,4.368932,9.000000,197.000000,206.000000,,,,
0.500000,0.150000,0.400000,5.961209,0.092920,0.012500,0.970422,0.114147,0.077717,,,0.905186,0.000413,0.999959,201.000000,5.302578,0.110091,0.012500,0.993487,"(0.09133383225147977, 0.04874139863868798)",1.531835,1.706934,0.064362,14.478056,8.214286,23.000000,257.000000,280.000000,0.580000,0.120000,15.000000,0.070000
0.500000,0.150000,0.500000,6.054672,0.111144,0.012500,0.983427,0.149281,0.115011,0.173197,0.008333,1.178902,0.000786,0.999912,201.000000,5.441318,0.184183,0.012500,0.998693,,1.109028,1.222042,0.081476,19.893574,8.653846,27.000000,285.000000,312.000000,0.337000,0.100000,15.000000,0.030000
0.500000,0.150000,0.650000,6.024185,0.144624,0.012500,0.993563,0.207763,0.158853,0.182140,0.008333,1.794247,0.001246,0.999904,201.000000,5.583765,0.320738,0.012500,0.914679,,1.079264,1.100770,0.096616,91.230893,33.870968,126.000000,246.000000,372.000000,0.307000,0.120000,15.000000,0.040000
0.500000,0.200000,0.150000,,,,,,,,,,,,,4.766478,0.069041,0.012500,0.990126,,3.083813,2.942573,0.069195,9.523810,7.236842,11.000000,141.000000,152.000000,,,,
0.500000,0.200000,0.250000,5.512415,0.068701,0.012500,0.986063,0.074083,0.028819,0.148154,0.008333,0.557110,0.000176,0.999980,201.000000,4.859784,0.086101,0.012500,0.990947,"(0.0653067674164588, 0.02174852634321589)",3.269930,3.662267,0.072521,4.609475,3.289474,5.000000,147.000000,152.000000,,,,
0.500000,0.200000,0.300000,5.512415,0.068701,0.012500,0.986063,0.074083,0.028819,0.148154,0.008333,0.557110,0.000176,0.999980,201.000000,4.971778,0.086101,0.012500,0.990947,"(0.0653067674164588, 0.02174852634321589)",3.269930,3.662267,0.072521,4.609475,3.289474,5.000000,147.000000,152.000000,,,,
0.500000,0.200000,0.350000,5.512415,0.068701,0.012500,0.986063,0.074083,0.028819,0.148154,0.008333,0.557110,0.000176,0.999980,201.000000,5.015595,0.086101,0.012500,0.990947,"(0.0653067674164588, 0.02174852634321589)",2.420410,2.680530,0.072521,6.248644,4.188482,8.000000,183.000000,191.000000,,,,
0.500000,0.200000,0.400000,5.659014,0.075126,0.012500,0.986983,0.083966,0.040914,0.149664,0.008333,0.657080,0.001005,0.999534,201.000000,5.084653,0.109328,0.012500,0.989729,"(0.07003236308318964, 0.030947855944386034)",2.426996,2.643125,0.070845,7.698888,5.235602,10.000000,181.000000,191.000000,,,,
0.500000,0.200000,0.500000,5.801908,0.083304,0.012500,0.982907,0.097295,0.059091,0.157862,0.008333,0.738544,0.000481,0.999916,201.000000,5.227378,0.107133,0.012500,0.992351,,1.872562,1.937987,0.078400,15.159414,8.898305,21.000000,215.000000,236.000000,,,,
0.500000,0.200000,0.650000,5.945465,0.097238,0.012500,0.981261,0.121962,0.085505,0.162783,0.008333,0.995312,0.000181,0.999993,201.000000,5.427881,0.140441,0.012500,0.998767,,1.397871,1.408177,0.078407,23.577569,11.510791,32.000000,246.000000,278.000000,,,,
0.500000,0.200000,0.800000,6.015940,0.113364,0.012500,0.983981,0.150852,0.114463,0.166991,0.008333,1.178395,0.000143,0.999997,201.000000,5.538112,0.171813,0.012500,0.972368,"(0.10671313769859177, 0.06215162618465924)",1.167264,1.192952,0.083640,,,,,,0.369000,0.120000,15.000000,0.040000
