# Confinement Reference Dataset - Active Polymer N=40
#
# Reference base: H_conf (Shannon entropy in confinement, cavity only)
# All other observables fuzzy-matched with tolerance=0.05 on (Pe, T, kappa)
#
# Use this dataset when correlating confinement observables or mixed observables
# with emphasis on confinement data completeness.
#
# Columns:
# - Pe, T, kappa: simulation parameters (dimensionless)
# - H_free: Shannon entropy in free space
# - lp_free: Persistence length from averaged correlation (normalized)
# - lp_free_individual: Mean of individual polymer persistence lengths (normalized)
# - tau_decorr_free: End-to-end vector decorrelation time in free space (minutes)
# - D_long: Long-time diffusion coefficient in free space (mm²/s)
# - H_conf: Shannon entropy in confinement, CAVITY ONLY (REFERENCE BASE)
# - lp_conf: Persistence length from averaged correlation in confinement (normalized)
# - lp_conf_individual: Mean of individual polymer persistence lengths in confinement (normalized)
# - ttrap: Mean trapping time in cavity (minutes)
# - tau_decorr_cavity: E2E decorrelation time in cavity ONLY (minutes)
#
# Rotational number analysis (τ_trans = min(τ_15, τ_0) for robust estimation):
# - N_rot: Rotational number = τ_rot / τ_trans
# - tau_trans: Actual saturation time used = min(τ_15, τ_0) (minutes)
# - R2_trans: Actual surface visited at τ_trans (= 15 if τ_15, = MSD_max if τ_0)
# - tau_rot: Rotational timescale = 1/D_r (minutes)
#
Pe,T,kappa,H_free,lp_free,lp_free_error,lp_free_R2,lp_free_individual,lp_free_individual_std,tau_decorr_free,tau_decorr_free_error,D_long,D_long_error,D_long_R2,D_long_n_points,H_conf,lp_conf,lp_conf_error,lp_conf_R2,lp_conf_individual,ttrap,ttrap_std,tau_decorr_cavity,transloc_rate_per_hour,transloc_success_rate,transloc_n_success,transloc_n_attempts,transloc_total_events,N_rot,tau_trans,R2_trans,tau_rot
0.168000,0.097000,0.767000,4.711792,0.232126,0.012500,0.995828,0.323711,0.214466,0.646754,0.008333,1.924257,0.000630,0.999979,201.000000,4.929709,,,,"(0.14126026613266807, 0.10615711727016194)",3.023568,4.059584,,87.884268,97.200000,243.000000,7.000000,250.000000,,,,
0.200000,0.020000,0.150000,4.869914,0.070928,0.012500,0.972297,0.073077,0.019922,0.302350,0.008333,0.125151,0.000395,0.998023,201.000000,3.847048,0.101382,0.012500,0.983887,,4.047799,5.776432,0.147453,12.269447,16.666667,17.000000,85.000000,102.000000,0.285000,0.270000,15.000000,0.080000
0.200000,0.020000,0.250000,5.160929,0.081365,0.012500,0.961269,0.091392,0.052917,0.332034,0.008333,0.469844,0.002310,0.995211,201.000000,0.695490,0.074497,0.012500,0.892944,,10.437180,20.903444,0.119203,11.738333,66.666667,16.000000,8.000000,24.000000,0.255000,0.250000,15.000000,0.060000
0.200000,0.020000,0.350000,,,,,,,,,,,,,0.143276,0.068138,0.012500,0.898277,,4.226515,8.565382,0.058597,54.602119,69.523810,73.000000,32.000000,105.000000,0.208000,0.220000,15.000000,0.050000
0.200000,0.020000,0.400000,5.514397,0.120066,0.012500,0.891587,0.190183,0.170531,0.397303,0.008333,0.926511,0.000438,0.999956,201.000000,0.208218,0.068373,0.012500,0.896569,,2.240525,2.436865,0.138113,46.517262,98.461538,64.000000,1.000000,65.000000,0.388000,0.200000,15.000000,0.080000
0.200000,0.020000,0.500000,,,,,,,,,,,,,0.439006,0.076861,0.012500,0.892215,,11.289333,19.564323,0.096559,98.003630,92.465753,135.000000,11.000000,146.000000,0.222000,0.250000,15.000000,0.060000
0.200000,0.020000,0.650000,4.617584,0.139061,0.012500,0.719325,0.262908,0.239438,0.563137,0.008333,1.266681,0.000364,0.999984,201.000000,0.747913,0.108141,0.012500,0.072048,,3.991219,6.775519,0.066358,62.901260,96.629213,86.000000,3.000000,89.000000,0.256000,0.200000,15.000000,0.050000
0.200000,0.040000,0.150000,4.869914,0.070928,0.012500,0.972297,0.073077,0.019922,0.302350,0.008333,0.125151,0.000395,0.998023,201.000000,4.889257,0.101382,0.012500,0.983887,,4.047799,5.776432,0.147453,12.269447,16.666667,17.000000,85.000000,102.000000,0.285000,0.270000,15.000000,0.080000
0.200000,0.040000,0.250000,5.160929,0.081365,0.012500,0.961269,0.091392,0.052917,0.332034,0.008333,0.469844,0.002310,0.995211,201.000000,4.787940,0.074497,0.012500,0.892944,,10.437180,20.903444,0.164101,11.738333,66.666667,16.000000,8.000000,24.000000,0.255000,0.250000,15.000000,0.060000
0.200000,0.040000,0.350000,,,,,,,,,,,,,3.293475,0.198832,0.012500,0.850685,,4.226515,8.565382,0.172181,54.602119,69.523810,73.000000,32.000000,105.000000,0.208000,0.220000,15.000000,0.050000
0.200000,0.040000,0.400000,5.514397,0.120066,0.012500,0.891587,0.190183,0.170531,0.397303,0.008333,0.926511,0.000438,0.999956,201.000000,2.272898,0.228733,0.012500,0.732480,,2.240525,2.436865,0.211503,46.517262,98.461538,64.000000,1.000000,65.000000,0.388000,0.200000,15.000000,0.080000
0.200000,0.040000,0.500000,,,,,,,,,,,,,1.480880,0.076861,0.012500,0.892215,,11.289333,19.564323,0.266601,98.003630,92.465753,135.000000,11.000000,146.000000,0.222000,0.250000,15.000000,0.060000
0.200000,0.040000,0.650000,4.617584,0.139061,0.012500,0.719325,0.262908,0.239438,0.563137,0.008333,1.266681,0.000364,0.999984,201.000000,1.082537,0.108141,0.012500,0.072048,,2.124051,2.285103,0.066358,62.901260,96.629213,86.000000,3.000000,89.000000,0.256000,0.200000,15.000000,0.050000
0.200000,0.060000,0.150000,4.869914,0.070928,0.012500,0.972297,0.069403,0.024288,0.302350,0.008333,0.125151,0.000395,0.998023,201.000000,5.063898,0.101382,0.012500,0.983887,,4.047799,5.776432,0.147453,12.269447,16.666667,17.000000,85.000000,102.000000,0.285000,0.270000,15.000000,0.080000
0.200000,0.060000,0.250000,5.160929,0.081365,0.012500,0.961269,0.084324,0.037058,0.304121,0.008333,0.469844,0.002310,0.995211,201.000000,5.353003,0.126897,0.012500,0.993229,,10.437180,20.903444,0.164101,11.738333,66.666667,16.000000,8.000000,24.000000,0.255000,0.250000,15.000000,0.060000
0.200000,0.060000,0.350000,,,,,,,,,,,,,5.216164,0.198832,0.012500,0.850685,,4.226515,8.565382,0.172181,54.602119,69.523810,73.000000,32.000000,105.000000,0.208000,0.220000,15.000000,0.050000
0.200000,0.060000,0.400000,6.014807,0.104240,0.012500,0.973731,0.136000,0.093539,0.397303,0.008333,0.926511,0.000438,0.999956,201.000000,5.168484,0.228733,0.012500,0.732480,,2.240525,2.436865,0.211503,46.517262,98.461538,64.000000,1.000000,65.000000,0.388000,0.200000,15.000000,0.080000
0.200000,0.060000,0.500000,,,,,,,,,,,,,4.802127,0.235214,0.012500,0.591912,,2.568841,2.568639,0.266601,98.003630,92.465753,135.000000,11.000000,146.000000,0.222000,0.250000,15.000000,0.060000
0.200000,0.060000,0.650000,4.617584,0.186529,0.012500,0.994884,0.262908,0.239438,0.472808,0.008333,1.266681,0.000364,0.999984,201.000000,3.083565,0.108141,0.012500,0.072048,,2.124051,2.285103,0.066358,62.901260,96.629213,86.000000,3.000000,89.000000,0.256000,0.200000,15.000000,0.050000
0.200000,0.080000,0.150000,4.869914,0.070928,0.012500,0.972297,0.069403,0.024288,0.302350,0.008333,0.125151,0.000395,0.998023,201.000000,4.981026,0.101382,0.012500,0.983887,,4.815432,4.550363,0.147453,4.392923,5.194805,4.000000,73.000000,77.000000,,,,
0.200000,0.080000,0.250000,5.160929,0.081365,0.012500,0.961269,0.084324,0.037058,0.304121,0.008333,0.469844,0.002310,0.995211,201.000000,5.354957,0.126897,0.012500,0.993229,,3.241036,3.847349,0.164101,26.622843,31.304348,36.000000,79.000000,115.000000,0.255000,0.250000,15.000000,0.060000
0.200000,0.080000,0.350000,,,,,,,,,,,,,5.529423,0.198832,0.012500,0.850685,,4.226515,8.565382,0.172181,54.602119,69.523810,73.000000,32.000000,105.000000,0.208000,0.220000,15.000000,0.050000
0.200000,0.080000,0.400000,6.014807,0.104240,0.012500,0.973731,0.136000,0.093539,0.397303,0.008333,0.926511,0.000438,0.999956,201.000000,5.579534,0.228733,0.012500,0.732480,,2.240525,2.436865,0.211503,46.517262,98.461538,64.000000,1.000000,65.000000,0.388000,0.200000,15.000000,0.080000
0.200000,0.080000,0.500000,,,,,,,,,,,,,5.530643,0.235214,0.012500,0.591912,,2.568841,2.568639,0.266601,98.003630,92.465753,135.000000,11.000000,146.000000,0.222000,0.250000,15.000000,0.060000
0.200000,0.080000,0.650000,4.617584,0.186529,0.012500,0.994884,0.262908,0.239438,0.472808,0.008333,1.266681,0.000364,0.999984,201.000000,5.352616,0.108141,0.012500,0.072048,,2.124051,2.285103,0.066358,62.901260,96.629213,86.000000,3.000000,89.000000,0.256000,0.200000,15.000000,0.050000
0.200000,0.100000,0.150000,4.869914,0.070928,0.012500,0.972297,0.069403,0.024288,0.302350,0.008333,0.125151,0.000395,0.998023,201.000000,4.923613,0.101382,0.012500,0.983887,,6.571272,7.075272,0.147453,2.303263,3.448276,3.000000,84.000000,87.000000,,,,
0.200000,0.100000,0.250000,5.160929,0.081365,0.012500,0.961269,0.084324,0.037058,0.304121,0.008333,0.469844,0.002310,0.995211,201.000000,5.163764,0.108661,0.012500,0.993141,,3.788889,3.357410,0.164101,10.852090,14.851485,15.000000,86.000000,101.000000,0.290000,0.320000,15.000000,0.090000
0.200000,0.100000,0.350000,,,,,,,,,,,,,5.519254,0.198832,0.012500,0.850685,,2.562198,2.557279,0.172181,44.972799,48.062016,62.000000,67.000000,129.000000,0.266000,0.230000,15.000000,0.060000
0.200000,0.100000,0.400000,6.014807,0.104240,0.012500,0.973731,0.136000,0.093539,0.397303,0.008333,0.926511,0.000438,0.999956,201.000000,5.528814,0.228733,0.012500,0.732480,,3.397706,3.397559,0.211503,68.633353,67.375887,95.000000,46.000000,141.000000,0.254000,0.220000,15.000000,0.060000
0.200000,0.100000,0.500000,,,,,,,,,,,,,5.537317,0.235214,0.012500,0.591912,,2.568841,2.568639,0.266601,98.003630,92.465753,135.000000,11.000000,146.000000,0.202000,0.200000,15.000000,0.040000
0.200000,0.100000,0.650000,4.617584,0.186529,0.012500,0.994884,0.262908,0.239438,0.472808,0.008333,1.266681,0.000364,0.999984,201.000000,5.586673,0.108141,0.012500,0.072048,,2.124051,2.285103,0.196639,62.901260,96.629213,86.000000,3.000000,89.000000,0.256000,0.200000,15.000000,0.050000
0.200000,0.100000,1.000000,,,,,,,,,,,,,4.704474,,,,,2.398718,3.175870,0.199169,105.457463,97.986577,146.000000,3.000000,149.000000,,,,
0.200000,0.100000,3.000000,,,,,,,,,,,,,2.602010,,,,,0.718254,0.361129,0.160671,,,,,,0.002000,0.180000,15.000000,0.000000
0.200000,0.100000,5.000000,,,,,,,,,,,,,3.124619,,,,,3.723874,13.858466,0.207676,,,,,,,,,
0.200000,0.100000,10.000000,,,,,,,,,,,,,4.691250,,,,,0.859471,0.719094,0.639747,,,,,,0.029000,0.150000,15.000000,0.000000
0.200000,0.150000,0.150000,5.262277,0.066995,0.012500,0.984971,0.069403,0.024288,0.321435,0.008333,0.209994,0.000475,0.998984,201.000000,4.788795,0.089224,0.012500,0.986711,,5.660588,5.182651,0.143293,3.127036,4.705882,4.000000,81.000000,85.000000,,,,
0.200000,0.150000,0.250000,5.454769,0.076618,0.012500,0.980524,0.084324,0.037058,0.304121,0.008333,0.296250,0.000674,0.998971,201.000000,4.940243,0.108661,0.012500,0.993141,,5.578692,5.553604,0.143877,4.334216,6.410256,5.000000,73.000000,78.000000,,,,
0.200000,0.150000,0.350000,,,,,,,,,,,,,5.118651,0.174942,0.012500,0.958898,,2.562198,2.557279,0.202122,20.458697,20.588235,28.000000,108.000000,136.000000,0.293000,0.300000,15.000000,0.090000
0.200000,0.150000,0.400000,6.014807,0.104240,0.012500,0.973731,0.136000,0.093539,0.166957,0.008333,0.501016,0.000050,0.999998,201.000000,5.243992,0.140316,0.012500,0.941188,,3.397706,3.397559,0.186952,30.036630,31.297710,41.000000,90.000000,131.000000,0.251000,0.300000,15.000000,0.080000
0.200000,0.150000,0.500000,,,,,,,,,,,,,5.398767,0.235214,0.012500,0.591912,,2.568841,2.568639,0.190631,54.578980,55.223881,74.000000,60.000000,134.000000,0.226000,0.230000,15.000000,0.050000
0.200000,0.150000,0.650000,5.870108,0.186529,0.012500,0.994884,0.272711,0.197422,0.472808,0.008333,0.930161,0.000110,0.999997,201.000000,5.500745,0.245493,0.012500,0.632055,,1.843275,1.643313,0.196639,90.397750,77.160494,125.000000,37.000000,162.000000,0.311000,0.250000,15.000000,0.080000
0.200000,0.200000,0.150000,5.344179,0.060517,0.012500,0.969644,0.063768,0.027316,0.276586,0.008333,0.428770,0.001215,0.998406,201.000000,4.782227,0.094605,0.012500,0.978986,,6.057619,6.593876,0.154124,4.452690,8.571429,6.000000,64.000000,70.000000,,,,
0.200000,0.200000,0.250000,5.471377,0.068141,0.012500,0.985253,0.074398,0.036162,0.307472,0.008333,0.353003,0.000892,0.998730,201.000000,4.877270,0.102088,0.012500,0.990894,,5.605967,5.531247,0.163413,5.246721,8.860759,7.000000,72.000000,79.000000,,,,
0.200000,0.200000,0.350000,,,,,,,,,,,,,4.977721,0.117841,0.012500,0.982354,,4.800183,4.457547,0.166306,9.529627,14.942529,13.000000,74.000000,87.000000,,,,
0.200000,0.200000,0.400000,5.640767,0.084048,0.012500,0.991246,0.100605,0.066722,0.312072,0.008333,0.385017,0.000324,0.999859,201.000000,5.007057,0.132761,0.012500,0.969367,,4.145185,3.826674,0.170562,8.727273,13.636364,12.000000,76.000000,88.000000,,,,
0.200000,0.200000,0.500000,,,,,,,,,,,,,5.173375,0.136359,0.012500,0.881121,,3.627684,3.461387,0.172022,14.235501,14.876033,18.000000,103.000000,121.000000,,,,
0.200000,0.200000,0.650000,5.957862,0.113184,0.012500,0.985792,0.152066,0.118033,0.406633,0.008333,0.470711,0.000145,0.999981,201.000000,5.344283,0.176373,0.012500,0.746410,,2.918321,3.271936,0.193677,34.363976,35.658915,46.000000,83.000000,129.000000,,,,
0.200000,0.300000,0.150000,,,,,,,,,,,,,4.725631,0.078190,0.012500,0.955857,,5.223563,5.124229,0.171732,8.202154,12.500000,11.000000,77.000000,88.000000,,,,
0.200000,0.300000,0.250000,,,,,,,,,,,,,4.818464,0.096816,0.012500,0.973231,,4.853148,4.611603,0.170870,7.424867,8.045977,7.000000,80.000000,87.000000,,,,
0.200000,0.300000,0.350000,,,,,,,,,,,,,4.836625,0.103730,0.012500,0.963505,,4.907143,4.099834,0.176213,11.798121,17.045455,15.000000,73.000000,88.000000,,,,
0.200000,0.300000,0.400000,,,,,,,,,,,,,4.876937,0.093966,0.012500,0.982003,,4.813916,4.979128,0.176061,7.291878,9.615385,10.000000,94.000000,104.000000,,,,
0.200000,0.300000,0.500000,,,,,,,,,,,,,4.895252,0.112931,0.012500,0.969495,,5.065625,5.044629,0.161647,12.978819,18.390805,16.000000,71.000000,87.000000,,,,
0.200000,0.300000,0.650000,,,,,,,,,,,,,5.026626,0.142772,0.012500,0.886734,,3.873167,3.421062,0.175731,19.177498,25.000000,25.000000,75.000000,100.000000,,,,
0.218000,0.097000,0.590000,,,,,,,,,,,,,5.678486,,,,"(0.14532657217079467, 0.1003017318755342)",1.777053,1.881726,,91.855113,74.780059,255.000000,86.000000,341.000000,,,,
0.300000,0.020000,0.150000,4.869914,0.070928,0.012500,0.972297,0.073077,0.019922,0.302350,0.008333,0.125151,0.000395,0.998023,201.000000,4.873031,0.108600,0.012500,0.985383,,5.128105,5.418904,0.094209,7.980653,8.333333,11.000000,121.000000,132.000000,0.320000,0.220000,15.000000,0.070000
0.300000,0.020000,0.250000,5.160929,0.081365,0.012500,0.961269,0.091392,0.052917,0.332034,0.008333,0.469844,0.002310,0.995211,201.000000,4.709071,0.135763,0.012500,0.998599,,2.476205,2.283941,0.172861,57.327152,42.934783,79.000000,105.000000,184.000000,0.245000,0.130000,15.000000,0.030000
0.300000,0.020000,0.350000,,,,,,,,,,,,,3.172848,0.229878,0.012500,0.964092,,1.545891,1.733025,0.205689,108.043217,83.333333,150.000000,30.000000,180.000000,0.218000,0.120000,15.000000,0.030000
0.300000,0.020000,0.400000,5.514397,0.120066,0.012500,0.891587,0.190183,0.170531,0.397303,0.008333,0.926511,0.000438,0.999956,201.000000,2.748127,0.911760,0.012500,0.685569,,2.459394,6.021092,0.166207,109.593430,94.409938,152.000000,9.000000,161.000000,0.139000,0.120000,15.000000,0.020000
0.300000,0.020000,0.500000,,,,,,,,,,,,,1.774027,0.108364,0.012500,0.125490,,1.192564,1.199962,0.170658,162.817691,89.328063,226.000000,27.000000,253.000000,0.116000,0.120000,15.000000,0.010000
0.300000,0.020000,0.650000,5.397760,0.323866,0.012500,0.995482,0.380131,0.223293,0.369598,0.008333,2.423592,0.000420,0.999994,201.000000,1.333826,0.095531,0.012500,0.905048,,1.079397,1.053524,0.171318,191.466127,98.872180,263.000000,3.000000,266.000000,0.140000,0.120000,15.000000,0.020000
0.300000,0.040000,0.150000,4.869914,0.070928,0.012500,0.972297,0.073077,0.019922,0.302350,0.008333,0.125151,0.000395,0.998023,201.000000,5.203753,0.086685,0.012500,0.984426,,5.686932,6.639941,0.094209,7.980653,8.333333,11.000000,121.000000,132.000000,0.320000,0.220000,15.000000,0.070000
0.300000,0.040000,0.250000,5.160929,0.081365,0.012500,0.961269,0.091392,0.052917,0.332034,0.008333,0.469844,0.002310,0.995211,201.000000,5.692928,0.135763,0.012500,0.998599,,2.948691,3.288716,0.108060,57.327152,42.934783,79.000000,105.000000,184.000000,0.245000,0.130000,15.000000,0.030000
0.300000,0.040000,0.350000,,,,,,,,,,,,,5.735780,0.229878,0.012500,0.964092,,1.545891,1.733025,0.129817,108.043217,83.333333,150.000000,30.000000,180.000000,0.218000,0.120000,15.000000,0.030000
0.300000,0.040000,0.400000,5.514397,0.120066,0.012500,0.891587,0.190183,0.170531,0.397303,0.008333,0.926511,0.000438,0.999956,201.000000,5.623740,0.911760,0.012500,0.685569,,2.459394,6.021092,0.166207,109.593430,94.409938,152.000000,9.000000,161.000000,0.139000,0.120000,15.000000,0.020000
0.300000,0.040000,0.500000,,,,,,,,,,,,,5.388459,0.367828,0.012500,0.802025,,1.192564,1.199962,0.170658,162.817691,89.328063,226.000000,27.000000,253.000000,0.116000,0.120000,15.000000,0.010000
0.300000,0.040000,0.650000,5.397760,0.323866,0.012500,0.995482,0.380131,0.223293,0.369598,0.008333,2.423592,0.000420,0.999994,201.000000,5.013611,0.095531,0.012500,0.905048,,1.119381,1.036389,0.171318,191.466127,98.872180,263.000000,3.000000,266.000000,0.140000,0.120000,15.000000,0.020000
0.300000,0.060000,0.150000,4.869914,0.070928,0.012500,0.972297,0.069403,0.024288,0.302350,0.008333,0.125151,0.000395,0.998023,201.000000,5.094935,0.076035,0.012500,0.987072,,5.686932,6.639941,0.094209,7.980653,8.333333,11.000000,121.000000,132.000000,0.320000,0.220000,15.000000,0.070000
0.300000,0.060000,0.250000,5.160929,0.089057,0.012500,0.972835,0.084324,0.037058,0.304121,0.008333,0.469844,0.002310,0.995211,201.000000,5.508797,0.123276,0.012500,0.997720,"(0.08685653889966112, 0.04397297041355164)",2.948691,3.288716,0.115119,57.327152,42.934783,79.000000,105.000000,184.000000,0.245000,0.130000,15.000000,0.030000
0.300000,0.060000,0.350000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.484246,0.000144,0.999982,201.000000,5.717087,0.123276,0.012500,0.997720,"(0.08685653889966112, 0.04397297041355164)",1.545891,1.733025,0.115119,108.043217,83.333333,150.000000,30.000000,180.000000,0.218000,0.120000,15.000000,0.030000
0.300000,0.060000,0.400000,5.514397,0.107662,0.012500,0.977119,0.136000,0.093539,0.397303,0.008333,0.926511,0.000438,0.999956,201.000000,5.747485,0.911760,0.012500,0.685569,"(0.11257169521536717, 0.07224054289056729)",2.459394,6.021092,0.166207,109.593430,94.409938,152.000000,9.000000,161.000000,0.139000,0.120000,15.000000,0.020000
0.300000,0.060000,0.500000,6.055859,0.129513,0.012500,0.990776,0.186513,0.147556,0.292605,0.008333,0.930146,0.000168,0.999994,201.000000,5.687154,0.367828,0.012500,0.802025,,1.336921,1.317201,0.170658,162.817691,89.328063,226.000000,27.000000,253.000000,0.116000,0.120000,15.000000,0.010000
0.300000,0.060000,0.650000,5.397760,0.170799,0.012500,0.994587,0.249763,0.184083,0.311143,0.008333,2.423592,0.000420,0.999994,201.000000,5.546837,0.874147,0.012500,0.684338,,1.119381,1.036389,0.171318,191.466127,98.872180,263.000000,3.000000,266.000000,0.140000,0.120000,15.000000,0.020000
0.300000,0.080000,0.150000,4.869914,0.070928,0.012500,0.972297,0.069403,0.024288,0.302350,0.008333,0.125151,0.000395,0.998023,201.000000,4.965281,0.076035,0.012500,0.987072,,5.686932,6.639941,0.094209,3.913043,4.716981,5.000000,101.000000,106.000000,,,,
0.300000,0.080000,0.250000,5.160929,0.089057,0.012500,0.972835,0.084324,0.037058,0.304121,0.008333,0.469844,0.002310,0.995211,201.000000,5.364959,0.123276,0.012500,0.997720,"(0.08685653889966112, 0.04397297041355164)",2.948691,3.288716,0.115119,22.013860,18.404908,30.000000,133.000000,163.000000,0.266000,0.180000,15.000000,0.050000
0.300000,0.080000,0.350000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.484246,0.000144,0.999982,201.000000,5.567773,0.123276,0.012500,0.997720,"(0.08685653889966112, 0.04397297041355164)",1.545891,1.733025,0.115119,88.210484,50.413223,122.000000,120.000000,242.000000,0.248000,0.130000,15.000000,0.030000
0.300000,0.080000,0.400000,5.514397,0.107662,0.012500,0.977119,0.136000,0.093539,0.397303,0.008333,0.926511,0.000438,0.999956,201.000000,5.679770,0.911760,0.012500,0.685569,"(0.11257169521536717, 0.07224054289056729)",1.509722,1.436002,0.166207,120.702888,67.755102,166.000000,79.000000,245.000000,0.231000,0.130000,15.000000,0.030000
0.300000,0.080000,0.500000,6.055859,0.129513,0.012500,0.990776,0.186513,0.147556,0.292605,0.008333,0.930146,0.000168,0.999994,201.000000,5.743873,0.367828,0.012500,0.802025,,1.336921,1.317201,0.170658,162.817691,89.328063,226.000000,27.000000,253.000000,0.116000,0.120000,15.000000,0.010000
0.300000,0.080000,0.650000,5.397760,0.170799,0.012500,0.994587,0.249763,0.184083,0.311143,0.008333,2.423592,0.000420,0.999994,201.000000,5.691778,0.874147,0.012500,0.684338,,1.119381,1.036389,0.171318,191.466127,98.872180,263.000000,3.000000,266.000000,0.042000,0.120000,15.000000,0.000000
0.300000,0.100000,0.150000,4.869914,0.070928,0.012500,0.972297,0.069403,0.024288,0.302350,0.008333,0.125151,0.000395,0.998023,201.000000,4.829759,0.076035,0.012500,0.987072,,5.686932,6.639941,0.094209,1.650619,1.980198,2.000000,99.000000,101.000000,,,,
0.300000,0.100000,0.250000,5.160929,0.089057,0.012500,0.972835,0.084324,0.037058,0.304121,0.008333,0.469844,0.002310,0.995211,201.000000,5.253795,0.123276,0.012500,0.997720,"(0.08685653889966112, 0.04397297041355164)",2.948691,3.288716,0.115119,7.294012,5.590062,9.000000,152.000000,161.000000,,,,
0.300000,0.100000,0.300000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.484246,0.000144,0.999982,201.000000,5.354326,0.123276,0.012500,0.997720,"(0.08685653889966112, 0.04397297041355164)",3.111887,3.127366,0.115119,7.294012,5.590062,9.000000,152.000000,161.000000,0.281000,0.170000,15.000000,0.050000
0.300000,0.100000,0.350000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.484246,0.000144,0.999982,201.000000,5.437277,0.123276,0.012500,0.997720,"(0.08685653889966112, 0.04397297041355164)",3.111887,3.127366,0.115119,38.182910,25.358852,53.000000,156.000000,209.000000,0.281000,0.170000,15.000000,0.050000
0.300000,0.100000,0.400000,5.514397,0.107662,0.012500,0.977119,0.136000,0.093539,0.397303,0.008333,0.926511,0.000438,0.999956,201.000000,5.612912,0.312731,0.012500,0.916678,"(0.11257169521536717, 0.07224054289056729)",1.509722,1.436002,0.142172,62.193652,41.148325,86.000000,123.000000,209.000000,0.259000,0.150000,15.000000,0.040000
0.300000,0.100000,0.500000,6.055859,0.129513,0.012500,0.990776,0.186513,0.147556,0.292605,0.008333,0.930146,0.000168,0.999994,201.000000,5.724283,0.367828,0.012500,0.802025,,1.336921,1.317201,0.160145,112.477324,63.524590,155.000000,89.000000,244.000000,0.164000,0.130000,15.000000,0.020000
0.300000,0.100000,0.650000,5.397760,0.170799,0.012500,0.994587,0.249763,0.184083,0.311143,0.008333,2.423592,0.000420,0.999994,201.000000,5.715721,0.210380,0.012500,0.780826,,1.119381,1.036389,0.142374,174.344607,90.298507,242.000000,26.000000,268.000000,0.126000,0.120000,15.000000,0.010000
0.300000,0.100000,0.800000,5.043539,0.218587,0.012500,0.995769,0.305459,0.206028,0.410325,0.008333,3.279504,0.000847,0.999987,201.000000,5.659397,,,,"(0.1662984388481607, 0.11424308291470243)",1.162261,1.194348,0.171612,,,,,,0.156000,0.130000,15.000000,0.020000
0.300000,0.100000,1.000000,5.512341,0.288553,0.012500,0.997179,0.364012,0.221391,0.355534,0.008333,2.302335,0.000782,0.999977,201.000000,5.533770,,,,"(0.18915375915164406, 0.13447345752452117)",1.014568,1.084415,0.224170,191.035175,97.416974,264.000000,7.000000,271.000000,0.128000,0.120000,15.000000,0.010000
0.300000,0.100000,3.000000,,,,,,,,,,,,,4.532185,,,,,1.255683,1.882631,0.320509,,,,,,0.017000,0.120000,15.000000,0.000000
0.300000,0.100000,5.000000,,,,,,,,,,,,,2.788574,,,,,1.053409,4.980348,0.386847,,,,,,,,,
0.300000,0.100000,10.000000,,,,,,,,,,,,,3.644722,,,,,0.869759,4.287796,0.422490,,,,,,1.014000,0.100000,15.000000,0.100000
0.300000,0.150000,0.150000,5.262277,0.066995,0.012500,0.984971,0.069403,0.024288,0.321435,0.008333,0.209994,0.000475,0.998984,201.000000,4.768016,0.076035,0.012500,0.987072,,6.393922,7.154383,0.097442,2.361688,3.529412,3.000000,82.000000,85.000000,,,,
0.300000,0.150000,0.250000,5.454769,0.089057,0.012500,0.972835,0.084324,0.037058,0.304121,0.008333,0.296250,0.000674,0.998971,201.000000,4.968294,0.123276,0.012500,0.997720,"(0.08685653889966112, 0.04397297041355164)",4.292398,4.155231,0.115119,8.368201,7.462687,10.000000,124.000000,134.000000,,,,
0.300000,0.150000,0.350000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.484246,0.000144,0.999982,201.000000,5.212592,0.123276,0.012500,0.997720,"(0.08685653889966112, 0.04397297041355164)",3.111887,3.127366,0.115119,14.905208,10.919540,19.000000,155.000000,174.000000,,,,
0.300000,0.150000,0.400000,5.883480,0.107662,0.012500,0.977119,0.136000,0.093539,0.166957,0.008333,0.575948,0.001427,0.998779,201.000000,5.308049,0.192274,0.012500,0.989394,,2.529530,2.212940,0.136968,21.065375,14.356436,29.000000,173.000000,202.000000,,,,
0.300000,0.150000,0.500000,6.055859,0.129513,0.012500,0.990776,0.186513,0.147556,0.292605,0.008333,0.930146,0.000168,0.999994,201.000000,5.488144,0.177815,0.012500,0.966163,,1.336921,1.317201,0.169993,52.163413,33.179724,72.000000,145.000000,217.000000,0.286000,0.170000,15.000000,0.050000
0.300000,0.150000,0.650000,5.947508,0.170799,0.012500,0.994587,0.249763,0.184083,0.311143,0.008333,1.313021,0.000339,0.999987,201.000000,5.601936,0.210380,0.012500,0.780826,,1.636699,1.533233,0.142374,104.138208,57.370518,144.000000,107.000000,251.000000,0.269000,0.180000,15.000000,0.050000
